instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SH600837,2021-03-31,72.0292,,,,0.5584,,5619.55123605778,,2.34,60.199063360635,,,2.31,7.1096,0.5584,0.3007,,,35.1001995164,
SH600837,2021-06-30,50.6193,,,,1.6215,,5434.09272748963,,5.1,31.952419089308,,,5.17,3.9104,1.2293,0.6804,,,37.870768864,
SH600837,2021-09-30,37.9445,,,,1.694,,5609.24745641326,,7.44,23.30841673266,,,7.3,5.0619,1.694,0.977,,,36.6380092734,
SH600837,2021-12-31,14.2112,,,,2.2528,,5995.06833997962,,8.09,13.044640331348,,,7.86,5.1622,1.8455,1.0523,,,31.8197284634,
SH600837,2022-03-31,-61.7199,,,,0.2021,,16220.3471323915,,0.92,-63.089509589326,,,0.91,0.2901,0.2021,0.1151,,,36.4026567373,
SH600837,2022-06-30,-49.7638,,,,1.0499,,11112.0537370266,,2.88,-48.4290157743,,,2.92,3.8773,0.5957,0.3418,,,36.8905457459,
SH600837,2022-09-30,-55.3893,,,,0.7674,,10599.5506457199,,3.7,-45.640362255765,,,3.7,0.682,0.7674,0.4359,,,30.0672919563,
SH600837,2022-12-31,-62.2039,,,,1.1908,,10395.1847028554,,3.99,-39.942352129028,,,3.98,1.6972,0.6895,0.3977,,,20.0250981339,
SH600837,2023-03-31,74.1987,,,,0.3379,,8075.39233153891,,1.47,106.248569690857,,,1.45,-0.144,0.3379,0.2005,,,30.7458907695,
SH600837,2023-06-30,-12.1072,,,,1.0508,,8040.84963104786,,2.29,40.184037618066,,,2.29,-2.7371,0.5148,0.3004,,,23.1296966192,
SH600837,2023-09-30,-20.7206,,,,0.6132,,8909.47293801504,,2.62,19.195836196093,,,2.61,-4.7767,0.6132,0.3456,,,19.9983315352,
SH600837,2023-12-31,-105.986,,,,0.5364,,11827.5719376617,,0.61,-11.543919454602,,,0.62,0.133014047603,-0.0412,-0.0238,,,-1.3551453685,
SH600837,2024-03-31,-60.0952,,,,0.1464,,13878.2164397868,,0.56,-44.112580951146,,,0.55,-6.6236,0.1464,0.08,,,21.9532366308,
SH600837,2024-06-30,-68.6724,,,,0.8255,,14985.1943931715,,0.58,-47.757153945547,,,0.58,15.6826,0.1704,0.0941,,,13.8697986569,
SH600837,2024-09-30,-104.6888,,,,-0.0305,,15152.7438851359,,-0.41,-42.858225143517,,,-0.41,3.619342072769,-0.0305,-0.0162,,,-1.6409719408,
