instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920809,2023-03-31,1.527,-93.3785,13.8803142304,613.575955556572,1.2023,0.4666,,0.3584,40.5168,0.97,192.8847,0.7149,58.9391,0.0381,-26.0042,,0.3584,2.2213,40.4843,0.77
BJ920809,2023-06-30,2.9914,-139.28,-3.5147646632,326.501,-7.6112,0.9027,0.5513,3.7397,40.2379,-9.41,199.4018,1.2301,60.1725,-0.3931,-0.306782549863,,-4.3801,4.4734,8.8376,-8.73
BJ920809,2023-09-30,4.4153,-155.8171,-3.622934578,615.601028977169,-9.1422,1.1824,,-6.6527,44.7917,-14.92,228.3491,1.7048,61.151,-0.639,-0.246719741163,,-6.6527,6.0279,-7.5503,-14.85
BJ920809,2023-12-31,3.5884,-178.1011,-4.6992247008,665.8036,-21.3817,0.9726,0.5407,-2.2616,78.5889,-24.85,370.1419,1.2356,100.3233,-1.0364,-0.307165416467,,-12.6938,4.5808,-54.7987,-26.24
BJ920809,2024-03-31,0.614,-799.9015,-14.1884959504,2059.4966,-73.7769,0.0989,0.0437,-3.1834,180.5416,-6.99,910.0101,0.0944,146.5798,-0.2669,-1.649035758367,,-3.1834,0.4985,-88.5945,-7.19
BJ920809,2024-06-30,1.7848,-48.392061105215,-9.0376835463,1358.4906,-52.6579,0.2981,0.1325,5.2039,121.3347,-15.84,603.8242,0.3008,100.8516,-0.5833,-0.643494745682,0.3175,-6.8185,1.4835,-78.5513,-17.09
BJ920809,2024-09-30,3.0665,-37.99406924689,-11.3217191816,1209.1357,-47.7253,0.5332,0.2233,-10.9357,105.8699,-23.82,506.3766,0.4987,88.0483,-0.8642,-0.240793646976,,-10.9357,2.5503,-74.561,-26.68
BJ920809,2024-12-31,4.0572,-7.272977530542,-11.0667061078,1129.9435,-44.9894,0.7939,0.3186,0.657,100.6852,-32.14,453.4576,0.7165,88.7311,-1.1323,-0.113775167147,0.7165,-15.1313,3.5755,-49.0174,-37.72
BJ920809,2025-03-31,1.3217,60.354974010463,1.4430294943,598.8024,-9.3541,0.3903,0.1503,-1.3737,46.6176,-3.65,230.5919,0.39,68.0941,-0.1078,-0.372245821879,,-1.3737,1.9306,212.686,-3.71
BJ920809,2025-06-30,3.2344,52.8262474799,0.5518292714,523.2558,-10.9525,0.931,0.344,14.7756,40.4722,-9.75,193.3405,0.8906,55.6517,-0.2802,-0.075938402875,0.7017,-3.7904,4.4475,126.8049,-10.21
BJ920809,2025-09-30,4.0158,53.177318167845,0.9068387265,539.5683,-10.691,1.3034,0.5004,-5.2928,42.1921,-14.38,207.1505,1.3444,67.2344,-0.4056,-0.074338854137,,-5.2928,6.3993,109.0203,-15.39
BJ920809,2025-12-31,5.9827,62.227470114891,1.7545218393,474.5584,-7.3525,1.9255,0.7586,14.4713,48.3611,-15.24,186.9644,2.0747,60.1735,-0.4287,-0.031422192914,1.6351,-5.4468,7.444,131.1271,-16.41
BJ920809,2026-03-31,1.4065,200.623317990378,12.8978120936,310.9883,4.6036,0.6475,0.2894,1.287,39.1986,4.07,138.9961,0.8846,63.9886,0.1087,-1.2502,,1.287,2.296,104.4569,3.99
