instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920799,2023-03-31,1.9719,55.0238,32.4293401174,518.732,5.7098,0.2304,0.1735,0.9675,159.5179,1.84,390.625,0.3511,45.6413,0.0344,-13.208,,0.9675,0.5642,11.2174,1.83
BJ920799,2023-06-30,6.0117,52.5098,33.0905131014,461.3019,9.025,0.5109,0.3902,4.8064,148.3191,6.54,352.3194,0.844,29.9416,0.1276,-3.438,6.0375,3.3114,1.2136,17.7873,6.91
BJ920799,2023-09-30,8.9837,34.0146,33.0931588663,485.1752,9.821,0.7205,0.5565,5.015,145.6704,11.05,374.7398,1.213,30.0544,0.2041,-1.2895,,5.015,1.8535,7.0086,11.02
BJ920799,2023-12-31,16.1237,45.5598,33.182807682,487.8049,12.6674,0.9401,0.738,9.656,112.5985,19.08,382.938,1.6095,22.3274,0.3652,1.0414,12.402,8.275,3.1972,0.0653,18.08
BJ920799,2024-03-31,6.6474,65.2592,32.1161098525,616.0164,8.829,0.1791,0.1461,1.2888,163.1617,2.89,502.5126,0.3394,13.5391,0.057,-7.6725,,1.2888,0.5516,6.8743,2.88
BJ920799,2024-06-30,11.274,-18.9677,32.8455670875,603.2172,7.9323,0.3667,0.2984,4.0291,175.6612,5.21,490.8645,0.7057,15.9659,0.1036,-6.1799,5.9222,2.3877,1.0247,-7.8055,5.53
BJ920799,2024-09-30,12.5312,2.2459,33.8728484782,589.7772,10.088,0.5956,0.4578,4.5117,153.8725,10.75,453.3244,1.0981,21.5462,0.2093,-1.0385,,4.5117,1.7547,-0.4609,10.98
BJ920799,2024-12-31,18.6097,-13.6431,32.0725703018,614.1249,10.9026,0.7431,0.5862,7.1869,123.6476,16.43,484.457,1.5139,19.3448,0.3162,1.3879,13.3647,5.7798,2.9115,0.3352,16.28
BJ920799,2025-03-31,1.3906,117.0405,32.3593513906,1227.8308,30.0942,0.0946,0.0733,2.1462,245.2316,6.13,951.3742,0.2051,64.7203,0.1241,-1.878,,2.1462,0.367,-36.3246,5.95
BJ920799,2025-06-30,3.0304,75.8122,32.3060005563,1015.8014,19.0086,0.2312,0.1772,5.0195,241.5459,9.19,778.5467,0.4891,59.3981,0.1826,-2.7322,4.6952,3.3984,0.7452,-26.6333,9.24
BJ920799,2025-09-30,4.9996,23.9719,32.1624756761,960.5123,16.4293,0.3627,0.2811,4.4988,203.8351,12.44,744.4169,0.7989,54.0043,0.2595,-0.179,,4.4988,1.3246,-23.8779,12.6
BJ920799,2025-12-31,8.9885,0.5246,30.736304027,848.4563,13.9687,0.6868,0.4243,7.8819,179.3007,15.46,524.1701,1.1481,40.0512,0.3179,0.0149,11.393,6.048,2.0078,-21.5401,15.52
BJ920799,2026-03-31,2.0156,-84.0791,26.9768207473,830.2583,3.4873,0.2369,0.1084,0.3804,213.98,0.96,379.9071,0.2799,44.6517,0.0198,-12.9551,,0.3804,0.4206,37.3912,0.95
