instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920748,2023-03-31,0.5631,-30.429732153414,20.5353749861,1497.47682911225,-40.2151,0.0741,,-2.6143,816.6969,-5.31,1214.5749,0.1342,159.8295,-0.161,-2.167903526715,,-2.6143,0.1102,13.6603,-5.46
BJ920748,2023-06-30,2.1232,-8.062369013008,27.9376490799,821.5427,-6.8125,0.269,0.2191,6.4751,460.7115,-3.14,669.145,0.4923,84.7777,-0.1011,-0.654962181473,,-1.5845,0.3907,1.8488,-3.19
BJ920748,2023-09-30,2.2509,-61.060562760444,31.2859915469,1002.68888134977,-6.6434,0.3232,,-1.7316,497.7876,-3.91,835.396,0.5253,119.952,-0.1055,-0.443103320592,,-1.7316,0.5424,5.1086,-2.71
BJ920748,2023-12-31,4.9028,-41.0046,35.585511973,723.3273,9.0726,0.5921,0.4977,10.835,369.0037,9.92,608.0054,0.9628,73.4274,0.2812,0.0319,,4.1655,0.9756,-16.8932,7.39
BJ920748,2024-03-31,0.7137,28.116656309945,25.209513556,1688.5553,-26.2065,0.063,0.0533,-1.4611,852.2727,-2.28,1428.5714,0.0872,126.1034,-0.0905,-0.621064080134,,-1.4611,0.1056,8.293,-2.3
BJ920748,2024-06-30,1.3083,16.418975282562,32.2781572966,1352.3666,-8.3141,0.1564,0.1331,6.781,671.1409,-1.76,1150.8951,0.2184,137.5831,-0.0711,-0.057616837791,3.3696,-1.1641,0.2682,-27.5623,-1.82
BJ920748,2024-09-30,1.3373,6.173272696126,35.6458901419,1473.7991,-8.6533,0.2147,0.1832,-1.6584,720.5765,-2.56,1257.5687,0.3035,201.8993,-0.1025,-0.233221362194,,-1.6584,0.3747,-25.4175,-2.66
BJ920748,2024-12-31,5.4556,4.1703,34.8466744778,799.6446,9.3499,0.5314,0.4502,11.1095,412.9861,7.29,677.4558,0.7645,65.9872,0.293,0.3031,8.7349,4.0869,0.8717,1.0815,7.11
BJ920748,2025-03-31,0.7385,6.575706499845,28.1367229789,1727.4472,-23.7623,0.0625,0.0521,-1.2789,945.3782,-2.07,1440.0,0.0872,121.8687,-0.0861,-1.159806293357,,-1.2789,0.0952,4.8924,-2.09
BJ920748,2025-06-30,0.6673,-418.588232141026,24.2195286096,3108.8083,-81.8002,0.07,0.0579,3.3788,1612.9032,-8.07,2571.4286,0.0995,269.7437,-0.3245,-1.210105551942,0.8853,-4.9738,0.1116,-53.6418,-8.62
BJ920748,2025-09-30,0.7536,-401.313410799903,22.804469189,3304.7736,-83.5287,0.0992,0.0817,-7.355,1590.106,-12.98,2721.7742,0.1471,358.2803,-0.4563,-0.901405561953,,-7.355,0.1698,-53.901,-14.18
BJ920748,2025-12-31,2.1475,-410.1612,11.1007772019,2033.8983,-78.3723,0.2155,0.177,-5.4693,931.9182,-27.22,1670.5336,0.3327,167.6368,-0.9087,-0.316076335999,2.6271,-15.3182,0.3863,-62.9975,-32.19
BJ920748,2026-03-31,0.9471,5.481074920612,20.6508877842,746.2687,-10.8874,0.1521,0.1206,-1.3176,294.0216,-2.89,591.716,0.2605,95.0269,-0.0776,-0.325210862846,,-1.3176,0.3061,96.8263,-2.93
