instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SH600652,2021-03-31,28.70771914682,,0.0031,7964.6018,-0.512,,29032.2581,0.0033,-0.53,155.4056,0.0113,68.8171442596,-0.54,-3.276844549717,-0.512,-0.0111,0.3592,,-161.7197,250.5568
SH600652,2021-06-30,-166.5215,,0.0033,15384.6154,1.4377,,54545.4545,0.0034,-0.15,-28.6178,0.0117,48.6555509659,-0.15,-4.403406168525,-0.1418,-0.0032,0.4135,0.2581,-43.6764,435.3083
SH600652,2021-09-30,-168.123887117273,,0.0047,16875.0,-0.7642,,57446.8085,0.005,-0.8,-10.7883,0.016,51.1041450141,-0.81,-3.699674094456,-0.7642,-0.0168,0.6512,,-161.917,414.6192
SH600652,2021-12-31,-176.091083474194,,0.0087,12857.1429,-2.5428,,41379.3103,0.0092,-4.43,28.2436,0.028,71.2644447679,-4.53,-3.225121244778,-4.1905,-0.0911,1.6163,0.6851,-479.0434,222.7309
SH600652,2022-03-31,-24.980911785678,,0.0018,16363.6364,-0.6554,,50000.0,0.002,-0.69,-42.8671,0.0055,76.0658124642,-0.7,-4.34381719071,-0.6554,-0.0139,0.7514,,-353.7696,119.7764
SH600652,2022-06-30,-942.694561869927,,0.0027,21951.2195,-1.5632,,66666.6667,0.0029,-1.65,-19.0966,0.0082,77.1773374827,-1.67,-4.859108899535,-1.5632,-0.0329,1.188,,-562.9082,151.5152
SH600652,2022-09-30,-81.063772538215,,0.0033,27272.7273,-1.4442,,81818.1818,0.0035,-1.52,-32.2748,0.0099,71.3678691741,-1.54,-6.668958212113,-1.4442,-0.0304,1.6557,,-432.8859,163.073
SH600652,2022-12-31,107.140422539431,8910.8911,0.0036,35643.5644,0.3768,0.0404,100000.0,0.0037,0.35,-63.4486,0.0101,68.3258410147,0.38,-40.9316,0.3768,0.0065,2.2492,,93.5824,160.0569
SH600652,2023-06-30,-268.401592540239,100000.0,,600000.0,-7.2928,0.0018,1667038.36991654,0.0001,-7.36,-96.8727,0.0003,-53.406538022,-7.64,-1935.05202152894,-7.2928,-0.1213,0.3622,,-66310.8126,496.963
SH600652,2023-09-30,-116.502254659594,1286.9399,,4695.6522,-3.9491,0.2098,13294.8918239495,0.0205,-3.92,390.6576,0.0575,-34.3081506426,-4.0,-10.976569921909,-3.9491,-0.0658,68.1511,,-191.0105,3.9618
SH600652,2023-12-31,-2039.1624,251.8187,,971.9222,-9.8865,1.4296,2573.45556199218,0.1466,-8.81,2921.2172,0.3704,-20.5511815205,-10.94,-1.900133259705,-9.8865,-0.1261,32.4239,,-60.0657,11.1029
SH600652,2024-06-30,5.152469230225,241.6756,,445.9861,-9.8826,0.7448,1234.36288971198,0.1624,-10.51,97111.8659,0.4036,-7.8835893709,-11.09,-0.069835112601,-9.8826,-0.1151,12.406,,-64.698,14.5091
SH600652,2024-12-31,14.29094664644,154.5861,,307.5609,-9.2606,2.3288,862.050926319239,0.4621,-9.79,142.9382,1.1705,-2.9198545519,-10.25,0.131414388317,-9.2606,-0.1081,38.3469,,-21.1913,9.388
SH600652,2025-06-30,111.874972003816,74.2758,,223.0207,1.1288,2.4234,663.505339119796,0.304,1.29,81.2978,0.8071,6.4231867461,1.28,-1.4522,1.1288,0.0137,11.2832,,4.2377,15.9529
SH600652,2025-12-31,122.461546243133,51.0725,,173.913,3.9129,7.0488,395.332090574118,0.9824,2.93,59.578,2.07,5.6599702184,4.03,2.1263,3.9129,0.0243,47.4304,,2.9828,7.5901
