instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH688141,2021-09-30,99.7967,0.77,,,-3.9811,7.2932,11.67,0.9727,10.2538,6.5328,,1.0048,350.6494,2.7055,25.6347,277.5779,7.97,40.6122652487,28.0635,10.5326
SH688141,2021-12-31,110.5447,1.1231,152.578438179818,156.1741,-2.2719,12.9516,23.51,1.4163,13.5802,12.0711,,1.489,320.5414,3.2566,30.6128,254.1834,15.15,42.1806561698,27.1843,11.7598
SH688141,2022-03-31,,,,,-8.2534,,,,15.3247,,0.1329,0.7195,,,,,,44.5437916327,,
SH688141,2022-06-30,179.568504615808,0.4474,1703.76915525684,93.078360506783,-6.077,4.7773,,,13.3762,4.7773,0.2414,0.7105,402.3245,1.002402956939,39.288659681878,,9.05,42.1861301519,,4.581474691615
SH688141,2022-09-30,203.8351,0.6223,59.4065,56.516,-6.7188,5.0028,10.94,0.8725,10.4432,5.0028,0.2794,1.0435,433.8743,1.3246,44.2137,309.4556,10.32,40.7112544785,,6.1067
SH688141,2022-12-31,219.2982,0.5234,-3.5334,38.9914,-6.0352,3.7236,13.55,0.6442,9.4253,3.1292,0.3053,0.7099,687.8105,1.6416,56.2922,558.8327,4.36,39.9338607216,20.2586,6.3952
SH688141,2023-03-31,368.2488,0.0731,-210.6853,-10.5518,0.159000937126,-1.4713,-1.83,0.0873,-18.9632,-1.4713,-0.128,0.0968,1231.1902,0.2444,89.1266,1030.9278,-1.85,32.8333262309,,1.0098
SH688141,2023-06-30,346.6205,0.1554,-304.115,-7.4691,-0.172627382978,-3.9059,-6.25,0.1878,-29.5068,-4.794,-0.4287,0.2128,1158.3012,0.5193,87.4721,958.4665,-6.44,31.6346322255,8.3137,2.0578
SH688141,2023-09-30,319.2621,0.236,-436.6467,-3.4193,-0.185776265082,-8.8097,-12.28,0.2881,-36.4012,-8.8097,-0.8183,0.3364,1144.0678,0.8457,86.4664,937.1746,-12.86,28.738707853,,3.1226
SH688141,2023-12-31,316.8177,0.3021,-490.9236,-10.4256,-0.224735188833,-11.5063,-18.36,0.371,-41.1342,-12.6248,-1.1936,0.4465,1191.6584,1.1363,87.0638,970.3504,-19.93,27.3976839198,14.5613,4.1349
SH688141,2024-03-31,318.8098,0.0784,-266.034701356863,9.1766,-0.126505805251,-5.0215,-8.16,0.0994,-63.6971,-5.0215,-0.4693,0.127,1147.9592,0.2823,88.8626,905.4326,-8.46,27.6832638286,,1.0128
SH688141,2024-06-30,289.4821,0.1786,-76.618395410749,15.5975,-0.165041743015,-6.5452,-13.36,0.232,-45.1472,-8.108,-0.7582,0.2944,1007.8387,0.6218,88.5478,775.8621,-14.17,27.7896679782,5.8796,2.0328
SH688141,2024-09-30,275.989,0.2838,-39.315179264911,18.624,-0.199868241621,-12.2587,-20.65,0.3737,-42.9217,-12.2587,-1.1445,0.4803,951.3742,0.9783,80.8916,722.5047,-22.6,28.0331409665,,3.3378
SH688141,2024-12-31,255.1925,0.3983,-13.542080883072,29.4584,-0.21470718551,-12.4495,-25.47,0.5415,-36.4109,-14.5386,-1.3678,0.701,903.8413,1.4107,81.8945,664.8199,-29.18,27.3452251452,9.6567,4.3959
SH688141,2025-03-31,204.1742,0.1277,45.772230449949,60.4159,0.046991951716,-2.8287,-5.62,0.1903,-21.7899,-2.8287,-0.2575,0.2548,704.7768,0.4408,75.358,472.9375,-5.76,29.6866284654,,1.1943
SH688141,2025-06-30,187.9699,0.2544,12.437794720342,58.2036,-0.081859685299,-3.6052,-15.41,0.4131,-25.3621,-5.8695,-0.6739,0.5433,707.5472,0.9576,75.4939,435.7298,-16.09,28.1570975725,4.7879,2.3843
SH688141,2025-09-30,171.222,0.413,9.293127184805,63.0086,-0.079564347923,-8.9746,-24.35,0.6711,-24.0336,-8.9746,-1.0447,0.9008,653.753,1.5769,67.7201,402.3245,-26.53,27.0625009561,,3.987
SH688141,2025-12-31,171.6165,0.5561,-18.852568950296,58.1548,-0.121844611178,-11.2611,-40.08,0.9856,-28.3388,-14.0803,-1.6708,1.3329,647.3656,2.0977,66.1546,365.2597,-47.02,26.3657868601,5.5825,5.4418
SH688141,2026-03-31,168.7922,0.1396,-143.541147649888,44.7992,-0.490390149112,-5.2261,-19.92,0.2902,-38.3704,-5.2261,-0.6516,0.4463,644.6991,0.5332,69.2201,310.1309,-22.13,25.3225844471,,1.3002
