instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
BJ920017,2021-06-30,,6.0214,0.3099,0.3155,75.7923491765,2.96,55.5882,217.6279,4.1873,2.2062,2.2062,2.97,3.2381,9.5174,,0.6071,2.5633,846.008225310148,0.8271,296.4915
BJ920017,2021-12-31,,0.7232,0.5767,0.7618,74.0512946468,6.89,55.2554,148.9881,-18.5362,5.3425,5.3425,6.72,6.5152,12.0443,,1.2304,1.6932,809.858913562313,2.4163,292.5878
BJ920017,2022-03-31,,0.773824576337,0.1026,0.1545,75.6218933649,,63.1623,157.2052,-17.672166814767,1.0665,1.0665,1.45,1.4249,13.2485,,0.2596,0.4249,1109.31526842442,0.5725,346.6872
BJ920017,2022-06-30,,59.9777,0.2548,0.5047,75.1053315555,4.4,54.6398,117.6701,-12.1399,3.4433,3.4433,4.37,3.2943,17.3296,,0.586,1.1601,893.588587308661,1.5297,307.1672
BJ920017,2022-09-30,,40.19469767284,0.3825,0.5852,75.5434867948,5.13,52.0833,134.4019,1.603771080412,3.9973,3.9973,5.06,5.184,13.3407,,0.8765,1.0076,889.422636531461,2.0089,308.0434
BJ920017,2022-12-31,,20.4364,0.5676,0.9175,75.105045063,7.92,51.419,116.4672,4.405,6.0415,6.0415,7.69,7.0013,13.8937,,1.2426,1.159,802.143500267902,3.091,289.7151
BJ920017,2023-03-31,,43.388,0.1319,0.2215,75.6904017132,,54.8613,169.6193,36.6144,1.4571,1.4571,1.89,1.6405,13.9054,,0.2562,1.3916,857.955875618448,0.5306,351.2881
BJ920017,2023-06-30,0.2074,15.3643,0.2552,0.4369,75.7231390016,4.53,49.9279,152.4003,23.5855,21.972,2.982,3.59,3.6052,16.1768,,0.4311,1.3484,867.8881,1.1811,417.5365
BJ920017,2023-09-30,,35.4734,0.4012,0.5948,75.8952228982,5.68,46.0044,146.3494,28.8431,4.0214,4.0214,4.91,5.869,14.0272,,0.6918,1.6407,833.24191652131,1.8449,390.2862
BJ920017,2023-12-31,0.4517,6.7125,0.5587,0.7346,74.1281988494,6.98,47.3902,115.1631,18.8716,22.6653,5.0034,6.26,7.5965,12.4725,,0.9614,1.5968,796.9892,3.126,374.4539
BJ920017,2024-03-31,0.085,18.7993,0.1032,0.1974,73.6627597072,1.67,49.334,142.5178,5.3178,1.3234,1.3234,1.66,1.8243,15.6853,,0.1648,2.0351,1058.8235,0.6315,546.1165
BJ920017,2024-06-30,0.1743,10.5559,0.2147,0.483,70.1782212677,4.0,45.7352,132.1683,-2.9174,21.1428,3.1343,4.0,3.9357,18.4218,0.4927,0.3355,1.5053,1032.7022,1.3619,536.5127
BJ920017,2024-09-30,0.254,6.3188,0.3114,0.6324,69.3826817339,5.22,50.8896,125.9798,-9.9085,4.1084,4.1084,5.16,5.3056,16.5538,,0.4881,1.2935,1062.9921,2.1432,553.1653
BJ920017,2024-12-31,0.3555,-9.3487,0.4291,0.6675,69.6536726015,5.49,45.4655,108.6989,-10.243,21.9852,4.4214,5.39,7.9181,12.5968,0.9839,0.7011,1.0167,1012.6582,3.3119,513.4788
BJ920017,2025-03-31,0.076,3.4233,0.0917,0.2047,68.3338740101,1.61,43.6237,118.859,-7.8564,1.3218,1.3218,1.6,2.0631,17.6055,,0.1498,1.0489,1184.2105,0.7572,600.8011
BJ920017,2025-06-30,0.1651,-30.612,0.1992,0.336,69.0005089785,2.64,41.2352,113.6579,-4.0832,20.6069,2.1751,2.64,4.3652,13.3267,0.4723,0.3265,1.366,1090.2483,1.5837,551.3017
BJ920017,2025-09-30,0.2499,11.2653,0.2993,0.6902,70.1591816154,5.47,40.9097,118.7805,1.4321,4.4113,4.4113,5.27,6.5999,18.1585,,0.4772,0.976,1080.4322,2.2731,565.8005
BJ920017,2025-12-31,0.3405,26.2299,0.4074,0.8255,70.0167958296,6.49,34.4339,115.8898,0.3237,24.0876,5.2236,6.23,10.4548,15.8496,0.998,0.6613,1.6908,1057.2687,3.1064,544.3823
BJ920017,2026-03-31,0.0791,26.9978,0.0949,0.2547,72.3307285359,1.9,29.4387,142.6534,11.3733,1.5651,1.5651,1.89,3.0572,20.0753,,0.1475,2.2763,1137.8003,0.6309,610.1695
