instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SH600069,2021-03-31,-30.656838642757,21.0089,0.0667,144.277,-6.3455,4.2839,1349.3253,,,-45.582,0.6238,0.8046675605,,-0.046697211153,-6.3455,-0.0563,0.9905,,-91.4486,90.8632
SH600069,2021-06-30,-18.147861237826,24.3398,0.1205,158.7162,-10.3382,7.3953,1493.7759,,,-57.8607,1.1341,-13.1603160434,,-0.066610606955,-10.3382,-0.09,1.92,,-81.5857,93.75
SH600069,2021-09-30,-2.274963243366,28.9147,0.1734,192.0068,-13.1848,9.3378,1557.0934,,,-62.0722,1.4062,-13.1081112101,,-0.04373147952,-13.1848,-0.117,2.9501,,-73.0494,91.5223
SH600069,2021-12-31,92.904305252676,14.6492,0.242,154.6392,-19.7928,24.5748,1487.6033,,,-53.9748,2.328,-18.5739153151,,-0.041401615794,-19.7928,-0.1643,3.7321,,-75.8681,96.4604
SH600069,2022-03-31,47.807652884312,30.3439,,138.6322,-3.4734,2.966,2091.8114383138,,,-42.8356,0.6492,-28.9336807341,,0.051625026213,-3.4734,-0.028,2.0865,,-79.5309,43.1344
SH600069,2022-06-30,37.608128311276,37.6884,,163.9494,-6.5551,4.776,2218.23329731303,,,-39.9157,1.0979,-26.2091501352,,-0.007005396057,-6.5551,-0.0526,4.0864,,-79.4586,44.0486
SH600069,2022-09-30,605.21925598364,100.5362,,352.9873,66.8901,2.6856,2220.5611842649,,,-37.1055,0.7649,-66.6800143267,,-0.2933,66.8901,0.5171,2.8658,,549.0286,94.2145
SH600069,2022-12-31,1027.3075389779,62.0273,,172.7862,188.8929,5.8039,1037.92129733846,,,31.0434,2.0835,-21.7088265981,1430.51,-0.106,188.8929,1.4241,8.534,,536.6731,42.1842
SH600069,2023-06-30,8.597751851138,55.1504,,101.9888,-6.1548,3.2638,388.042389061918,4.4705,-58.41,455.8412,1.7649,3.2887400196,-82.51,-0.020474358795,-6.1548,-0.045,7.8326,,-13.0656,22.9809
SH600069,2023-12-31,-103.017,44.9989,,114.7337,-5.1002,8.0002,357.674093800663,10.2903,-55.03,202.7462,3.1377,1.3475265649,-75.93,0.026528023585,-5.1002,-0.043,18.9716,,-5.3482,18.9757
SH600069,2024-06-30,-0.26406636393,53.7169,,171.7557,-5.2918,3.3509,448.316714705349,10.0015,-132.62,-1.2059,1.048,2.0427854626,-393.64,-0.100215621358,-5.2918,-0.0451,8.9566,,-13.26,20.0969
SH600069,2024-12-31,3.273568555259,46.5026,,138.1799,-5.8066,7.7415,410.615388997051,19.0752,-116.06,-14.978,2.6053,1.180633072,-276.54,-0.063430424327,-5.8066,-0.0416,17.0818,,-6.0845,21.0751
SH600069,2025-06-30,16.983074247267,52.0096,,189.1551,-4.1998,3.4609,494.977717410522,,,-14.1006,0.9516,0.1293913872,,-0.053353301806,-4.1998,-0.0375,8.2154,,-12.815,21.9101
SH600069,2025-12-31,-109.541394498385,46.0052,,112.3771,-13.9125,7.8252,417.090845965283,,,-15.2307,3.2035,-1.1976998087,,-0.033910211963,-13.9125,-0.0871,15.9029,,-15.0402,22.6374
