instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SH600225,2021-03-31,6.41475127951,5521.4724,0.0048,10975.6098,-2.3725,0.0163,18750.0,,,24.7099,0.0082,-15.499154623,,-24.110179938056,-2.3725,-0.2639,0.067,,-520.8693,1343.2836
SH600225,2021-06-30,-0.521041751073,2719.0332,0.0202,4787.234,-3.5065,0.0662,8910.8911,,,-63.0501,0.0376,2.5621846397,,-4.753172900139,-6.0599,-0.455,0.25,0.1725,-254.056,720.0
SH600225,2021-09-30,41.148614348439,2205.8824,0.0662,2233.2506,-3.7774,0.1224,4078.5498,,,-15.8164,0.1209,46.0914793935,,-1.130940940005,-3.7774,-0.2944,0.7346,,-49.443,367.547
SH600225,2021-12-31,119.864831722411,2333.1173,0.1001,1990.0498,15.2779,0.1543,3596.4036,,,-24.796,0.1809,59.2346922655,52.36,-0.798,11.8558,0.2337,1.1669,0.8045,97.9354,308.5097
SH600225,2022-03-31,64.512818904059,3862.6609,0.0061,7500.0,-1.5845,0.0233,14754.0984,0.0203,-5.43,-16.8754,0.012,11.8122696547,-5.53,-7.752308938071,-1.5845,-0.0291,0.0657,,-251.8881,1369.863
SH600225,2022-06-30,80.064030251352,2710.8434,0.0326,2848.1013,3.1206,0.0664,5521.4724,0.1072,-4.33,28.2466,0.0632,53.7251920089,-4.9,-0.594572147551,-1.3668,-0.0258,0.3678,0.2183,-40.9675,489.3964
SH600225,2022-09-30,106.263659641567,1001.1123,0.097,1320.9393,0.2652,0.2697,2783.5052,0.3038,0.91,14.195,0.2044,43.6048782616,0.97,-40.5882,0.2652,0.005,0.9173,,2.6645,294.3421
SH600225,2022-12-31,-50.135,943.8909,0.1377,1351.3514,11.6274,0.3814,2614.3791,0.3725,18.45,11.244,0.2664,38.0979828618,16.69,0.4137,6.1806,0.1165,1.1935,0.9407,43.8994,301.6339
SH600225,2023-03-31,95.553280797266,2349.8695,0.0097,5113.6364,-0.3117,0.0383,9278.3505,0.0245,-0.15,66.5137,0.0176,14.4099882749,-0.16,0.71146642913,-0.3117,-0.0064,0.077,,-33.5087,1168.8312
SH600225,2023-06-30,132.554242790293,2140.3092,0.037,2639.2962,5.7547,0.0841,4864.8649,0.0934,0.97,17.7113,0.0682,50.7630930989,1.1,30.2455,0.0847,0.0018,0.3126,0.2859,2.4191,575.8157
SH600225,2023-09-30,80.7231,1067.1937,0.082,1564.3105,0.4092,0.253,3292.6829,0.2072,1.91,-10.2581,0.1726,34.9617659855,2.16,5.9834,0.4092,0.009,0.7753,,5.3658,348.2523
SH600225,2023-12-31,-137.5344,1133.5013,0.0878,1920.0,4.7624,0.3176,4100.2278,0.2334,-5.5,-31.2658,0.1875,10.6160001061,-5.76,0.608141501423,-1.9278,-0.0437,0.9785,0.5032,-23.9726,367.9101
SH600225,2024-03-31,-978.353680131085,291.3564,0.0698,557.2755,-0.5919,0.3089,1289.3983,0.2215,-1.82,718.0374,0.1615,9.4829938166,-1.83,-0.729786604212,-0.5919,-0.0133,1.2,,-8.4237,75.0
SH600225,2024-06-30,-2388.4225,391.5597,0.1068,701.7544,6.5531,0.4597,1685.3933,0.3517,-5.99,219.466,0.2565,8.9473535481,-6.44,-0.1144996317,-1.8956,-0.041,1.7864,0.4512,-17.3288,100.7613
SH600225,2024-09-30,-1017.0891,539.7841,0.1111,1019.2525,-3.83,0.5002,2430.243,0.3728,-12.88,46.7512,0.2649,3.7530141086,-14.23,-0.164947774184,-3.83,-0.0823,1.9258,,-33.5325,140.2015
SH600225,2024-12-31,-472.60140352632,603.2172,0.1305,1266.268,-12.3606,0.5968,2758.6207,0.5213,-55.37,49.7956,0.2843,2.9637692158,-81.62,-0.605353922127,-12.3606,-0.2372,2.2635,,-86.7899,159.0457
SH600225,2025-06-30,-146.037867435734,1639.3443,,4295.9427,-5.1562,0.1098,8742.75992519026,0.1359,-39.35,-83.6796,0.0419,-45.0958851849,-48.99,-0.569136004927,-5.1562,-0.0946,0.3159,,-244.8816,569.8006
SH600225,2025-12-31,-17.259279337552,2070.1553,,5454.5455,-20.3407,0.1739,9455.7798307651,1.602,,-79.3256,0.066,-53.6380800603,,-0.197734307198,-20.3407,-0.2776,0.6848,,-491.2257,525.7009
