instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ002428,2021-03-31,-32.377,18.9276,0.0706,1.06,328.3473,0.0317,0.8605,0.0473,0.976,1.06,1902.7484,,996.0677,92.2131,0.8605,0.2741,0.1456,618.1319,3.6631,18.2979435482
SZ002428,2021-06-30,-32.746,12.1022,0.1553,1.3,301.7097,0.0444,25.2425,0.1043,2.023,1.29,1725.791,0.2249,395.1079,88.9768,1.2189,0.5966,0.3305,544.6293,3.0959,18.2641199942
SZ002428,2021-09-30,-23.9593,6.6553,0.2457,1.05,338.7704,0.0386,1.0446,0.1636,3.3659,1.04,1650.3667,,189.5805,80.2163,1.0446,0.797,0.5074,532.1246,0.4139,18.18005351
SZ002428,2021-12-31,-16.9479,4.0713,0.3612,0.95,299.4759,0.0347,27.1451,0.2437,4.9978,0.95,1477.2261,0.5248,-2.9147,72.0317,0.9645,1.2021,0.7757,464.0969,4.9662,19.584568179
SZ002428,2022-03-31,37.9054,10.0441,0.097,0.59,356.8596,0.0232,0.6329,0.0636,1.1705,0.59,1415.0943,,-26.8193,76.8902,0.6329,0.2522,0.1872,480.7692,0.161,25.0431667395
SZ002428,2022-06-30,29.6025,6.5576,0.1998,0.83,331.675,0.0312,28.1434,0.1306,2.5157,0.83,1378.2542,0.2993,-29.7749,71.5507,0.8449,0.5427,0.3935,457.4333,1.4478,21.747336278
SZ002428,2022-09-30,8.8196,0.1667,0.2669,-0.48,355.5439,0.0011,0.0276,0.1705,3.5707,-0.48,1583.5777,,-97.2743,75.6154,0.0276,0.7594,0.5091,530.3477,-21.4573,16.5390340307
SZ002428,2022-12-31,-3.5732,-10.6261,0.3538,-4.34,322.7542,-0.0873,26.7416,0.2254,4.5728,-4.43,1597.1606,0.505,-351.6761,78.7264,-2.363,1.1154,0.6931,519.4056,0.200243960932,11.534090034
SZ002428,2023-03-31,-3.3353,-5.9111,0.0981,-0.68,296.6381,-0.0132,-0.3523,0.06,1.3026,-0.68,1500.0,,-156.8887,69.0926,-0.3523,0.3034,0.1863,483.0918,-0.056489383193,14.189673138
SZ002428,2023-06-30,-9.3171,-1.8834,0.1896,-0.52,336.7003,-0.0081,29.9248,0.1152,2.2919,-0.52,1562.5,0.2643,-126.0455,78.5375,-0.2139,0.5346,0.3547,507.4711,-0.192706294452,17.6407963064
SZ002428,2023-09-30,14.18,-0.6829,0.3166,-0.35,292.2078,-0.0049,-0.1267,0.1902,2.869,-0.35,1419.5584,,-567.7105,94.1094,-0.1267,0.924,0.5779,467.2089,-0.196429787557,16.697683999
SZ002428,2023-12-31,25.2292,1.4215,0.4498,0.49,291.2621,0.0146,30.8135,0.2692,3.4628,0.49,1337.2957,0.6364,111.179693328614,103.9621,0.3703,1.236,0.8008,449.5504,-15.6031,18.8992747982
SZ002428,2024-03-31,-10.3157,-8.7013,0.0874,-0.82,414.5555,-0.0174,-0.4243,0.0497,0.5347,-0.82,1810.8652,,-21.213693520761,168.3187,-0.4243,0.2171,0.1347,668.1514,-0.455955529807,14.1841200132
SZ002428,2024-06-30,23.5318,-2.5965,0.2339,-0.66,308.7479,-0.0138,30.3467,0.1316,1.1715,-0.66,1367.7812,0.3475,-27.394221104794,153.6492,-0.3333,0.583,0.3489,515.9071,-0.23870137568,14.6906234033
SZ002428,2024-09-30,6.7442,5.385,0.3337,2.07,430.4847,0.0415,0.9428,0.1845,1.8844,2.06,1463.4146,,706.023019017232,143.2817,0.9428,0.6272,0.4603,586.574,-0.404,29.3536164578
SZ002428,2024-12-31,14.2007,6.2637,0.5102,3.68,380.3487,0.0736,28.7972,0.2666,2.9774,3.65,1350.3376,0.7732,403.228,120.9109,1.5128,0.9465,0.613,587.2757,-0.6485,28.4814166378
SZ002428,2025-03-31,83.7766,4.3547,0.1584,0.7,376.0969,0.016,0.2985,0.0719,0.8501,0.69,1251.7385,,188.726330601966,105.8699,0.2985,0.2393,0.1369,657.4142,-9.4598,25.2173728244
SZ002428,2025-06-30,52.0963,4.5902,0.35,1.51,327.5109,0.0372,26.6988,0.1589,1.7603,1.52,1132.7879,0.5596,339.600852183592,102.2553,0.6966,0.5496,0.3019,596.2239,-5.427,23.9826243069
SZ002428,2025-09-30,58.8901,2.7494,0.5286,1.24,324.8316,0.0336,0.6274,0.2392,2.5734,1.25,1128.7625,,-18.8752,104.9196,0.6274,0.8312,0.4541,594.5827,-7.8672,22.5546286232
SZ002428,2025-12-31,38.8948,2.3284,0.7031,1.37,325.3796,0.038,28.6861,0.3237,3.5902,1.38,1112.1409,1.1388,-48.3683,100.273,0.7281,1.1064,0.6353,566.6614,-7.5488,21.1188367172
SZ002428,2026-03-31,20.3116,3.1796,0.1887,0.62,307.5871,0.0141,0.2635,0.0838,0.7598,0.62,1073.9857,,-12.1532,118.4522,0.2635,0.2926,0.1614,557.6208,2.4777,20.2921097572
