instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SZ300362,2021-03-31,269.084589617106,358.7086,0.0201,3781.5126,1.1351,0.2509,4477.6119,1.001,75.42,-27.0362,0.0238,21.5266327056,54.71,-0.1238,1.1351,0.112,0.4992,,58.3156,180.2885
SZ300362,2021-06-30,117.486290106993,393.6147,0.0503,2830.1887,16.6364,0.4573,3578.5288,0.4308,1.2,-28.64,0.0636,18.0698971083,1.2,-30.0955,0.3117,0.0041,0.9651,0.3276,4.1649,186.5092
SZ300362,2021-09-30,109.339133910022,364.9142,0.0855,2459.0164,0.144,0.7399,3157.8947,0.6936,1.75,-21.3881,0.1098,18.3288637871,0.66,-82.3271,0.144,0.0016,1.5123,,0.9971,178.536
SZ300362,2021-12-31,-830.013,197.9218,0.1419,1975.8507,-41.1344,1.8189,2536.9979,2.1003,-423.19,-14.4791,0.1822,16.6893322386,-151.44,-0.694056081628,-41.1344,-0.256,2.7045,,-112.2654,133.1115
SZ300362,2022-03-31,-122.7423,140.2088,,1052.6316,-1.1441,0.6419,1957.16278503802,0.1639,-4.6,-46.8843,0.0855,5.6311835542,-4.71,-0.558690872138,-1.1441,-0.0072,0.3813,,-24.9687,236.0346
SZ300362,2022-06-30,-213.3764,294.2138,,1546.3918,-0.7229,0.6118,2833.12552206267,0.2279,-3.12,-59.1299,0.1164,19.973881321,-3.19,-0.430958110961,-0.7229,-0.0046,0.5735,,-11.5537,313.8622
SZ300362,2022-09-30,-447.6034,426.945,,1830.5085,-0.8505,0.6324,3348.50134425531,0.2874,-3.7,-67.633,0.1475,23.9784359825,-3.7,-0.049614802394,-0.8505,-0.0055,0.9061,,-10.7087,297.9804
SZ300362,2022-12-31,105.277605148581,522.1175,,1909.8143,-0.7486,0.6895,3485.75385403172,0.3457,7.69,-72.2398,0.1885,16.9822963216,6.91,-0.232463380315,-0.7486,-0.0045,1.2967,,-7.1371,277.6278
SZ300362,2023-03-31,90.566240131451,749.3755,,1477.8325,-0.1223,0.1201,2638.96433845945,0.1096,-0.37,-28.6848,0.0609,28.3091876813,-0.37,-0.135130225123,-0.1223,-0.0007,0.6885,,-3.569,130.719
SZ300362,2023-06-30,-46.201732639964,569.8006,,1338.29,-1.2504,0.3159,2382.462401474,0.2477,-3.97,13.1865,0.1345,14.3553746821,-4.05,-0.27716829526,-1.2504,-0.0075,1.4883,,-16.4991,120.9434
SZ300362,2023-09-30,-91.818667950701,302.1824,,875.7704,-2.0206,0.8935,1493.81052791466,0.5829,-6.19,107.6368,0.3083,9.4450292503,-6.39,-0.136096336186,-2.0206,-0.0115,3.374,,-10.8336,80.0237
SZ300362,2023-12-31,-356.722368172625,172.3313,,601.5038,-6.3084,2.089,1060.62690185951,1.0891,-19.73,197.0202,0.5985,7.1563859334,-21.1,-0.09004535513,-6.3084,-0.0318,3.9389,,-16.9225,91.3961
SZ300362,2024-03-31,-221.344904680452,480.7692,,1785.7143,-0.4973,0.1872,3103.3821722166,0.0936,-1.41,-28.3832,0.0504,16.6755875913,-1.42,0.395415935577,-0.4973,-0.0025,0.2769,,-17.198,325.0271
SZ300362,2024-06-30,-43.169127556617,508.762,,1698.1132,-1.9955,0.3538,2880.85233607057,0.2145,-6.85,-28.0041,0.106,15.3544452991,-7.09,-0.281780362848,-1.9955,-0.0108,0.5021,,-33.1215,358.4943
SZ300362,2024-09-30,-48.515485123047,539.2451,,1591.043,-3.0725,0.5007,2679.80019639841,0.3554,-11.2,-49.6826,0.1697,18.3018032479,-11.86,-0.663459742441,-3.0725,-0.017,0.8332,,-31.8828,324.0518
SZ300362,2024-12-31,-38.70206484344,437.2647,,1429.1385,-8.8373,0.8233,2128.79541509077,0.6496,-34.61,-53.0446,0.2519,15.960686818,-40.58,-0.362303245985,-8.8373,-0.0477,1.4637,,-54.0286,245.952
SZ300362,2025-06-30,-41.979747338826,849.4573,,2275.6005,-2.8572,0.2119,3005.43341065992,0.3002,-13.95,-2.4688,0.0791,8.9385932955,-14.99,-1.935921631563,-2.8572,-0.015,0.6496,,-47.0972,277.0936
SZ300362,2025-12-31,-22.459950116992,515.8332,,1315.3087,-12.0235,0.6979,1806.50994868105,1.2082,-73.26,15.756,0.2737,6.1641378056,-98.78,-0.951274101339,-12.0235,-0.0584,2.0258,,-57.1675,177.7076
