instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920953,2023-03-31,0.4506,82.189034335042,56.7461956102,1002.31557588226,-2.7953,0.1124,,-0.2623,577.2931,-0.3,800.7117,0.1091,199.7337,-0.0099,-1.672598380118,,-0.2623,0.1559,31.9378,-0.31
BJ920953,2023-06-30,1.434011101515,249.9278,59.2493853683,624.295042656235,12.1611,,,3.512,379.561541861467,,,0.3564,125.522040805566,0.1441,-4.5634,,3.512,0.474231396356,32.6734,4.33
BJ920953,2023-09-30,2.2981,53.8596,58.3368843338,835.01479188569,14.1926,0.3706,,3.4595,368.0982,8.27,728.5483,0.3761,117.4884,0.2027,-4.5221,,3.4595,0.7335,30.2677,3.86
BJ920953,2023-12-31,3.7233,7.7025,60.6058688299,648.2982,23.3633,0.6327,0.5553,12.7548,287.8388,17.25,568.99,0.6501,96.6884,0.6077,-0.495,,9.5056,1.2507,19.2019,10.75
BJ920953,2024-03-31,0.3871,491.588856434038,52.5683097976,1991.1504,9.8836,0.0497,0.0452,0.4554,820.4193,0.49,1810.8652,0.0501,232.4981,0.028,-15.4017,,0.4554,0.1097,10.7493,0.49
BJ920953,2024-06-30,1.2319,22.193,56.8499996807,1261.3875,13.9681,0.1575,0.1427,5.508,541.028,2.23,1142.8571,0.1594,146.1158,0.1273,-3.4152,1.907,1.9958,0.3327,6.3852,2.2
BJ920953,2024-09-30,2.0905,41.9184,57.9948336185,1084.3373,18.3085,0.2756,0.249,4.6205,494.868,4.97,979.6807,0.2803,129.1557,0.2877,-1.6851,,4.6205,0.5456,10.0141,5.17
BJ920953,2024-12-31,3.7381,10.0375,62.386811266,817.6243,22.9373,0.486,0.4403,13.3012,356.5415,11.38,740.7407,0.503,96.3056,0.6687,0.2051,5.5395,9.7607,1.0097,12.0813,11.26
BJ920953,2025-03-31,0.4391,191.5483,56.1833998142,1789.2644,24.1716,0.056,0.0503,1.2416,881.4887,1.37,1607.1429,0.0565,204.9647,0.0817,-6.5401,,1.2416,0.1021,19.2121,1.35
BJ920953,2025-06-30,1.5217,53.7282,56.4685995542,1125.7036,18.1295,0.1777,0.1599,6.9406,578.7781,3.24,1012.9432,0.181,118.2888,0.1403,-2.8287,1.9314,2.9423,0.311,18.4417,3.27
BJ920953,2025-09-30,2.3187,27.4583,58.1401218391,1007.8387,19.7247,0.3005,0.2679,5.2183,514.8741,5.99,898.5025,0.3071,116.4446,0.2631,-1.4571,,5.2183,0.5244,18.3068,5.95
BJ920953,2025-12-31,4.1711,9.4698,58.3622423073,747.5083,20.7187,0.5347,0.4816,13.1243,376.1755,11.69,673.2747,0.5624,86.3082,0.5251,0.0075,6.3736,9.3595,0.957,21.1919,11.15
BJ920953,2026-03-31,0.3427,-88.1007,55.9830563298,1914.8936,2.7216,0.0523,0.047,0.1316,1057.5793,0.21,1720.8413,0.0539,262.6204,0.007,-61.7078,,0.1316,0.0851,5.6825,0.21
