instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920553,2023-03-31,1.5301,-8.4787,34.4111897517,551.8087,5.5837,0.3814,0.1631,0.9088,73.1469,0.92,235.9727,0.2131,58.8197,0.0323,-3.6364,,0.9088,1.2304,1.1136,0.91
BJ920553,2023-06-30,3.3935,1.0067,37.1132879723,475.1848,8.1046,0.902,0.3788,59.2454,69.5142,3.11,199.5565,0.5008,53.0426,0.109,-0.7768,1.0424,3.0646,2.5894,5.3985,3.18
BJ920553,2023-09-30,5.2543,21.2825,37.9815686601,460.3581,9.2166,1.3727,0.5865,5.2429,65.7847,5.73,196.6926,0.7861,51.3865,0.1978,-0.1758,,5.2429,4.1043,10.0245,5.71
BJ920553,2023-12-31,7.2475,30.3486,37.4721896265,467.2291,8.8394,1.7485,0.7705,56.5238,55.3004,6.92,205.8908,1.0614,49.6723,0.259,0.7719,2.2302,6.3793,6.5099,11.4014,6.81
BJ920553,2024-03-31,1.7831,-73.7903,30.5673997479,564.9718,1.3141,0.3684,0.1593,0.2098,69.0237,0.09,244.2997,0.2313,50.4739,0.0085,6.8018,,0.2098,1.3039,11.3708,0.09
BJ920553,2024-06-30,3.7921,-32.6241,33.4211331226,505.0505,5.106,0.8515,0.3564,54.4336,68.1896,1.86,211.3917,0.5191,47.4671,0.0734,1.9668,1.0623,1.8305,2.6397,6.9438,1.9
BJ920553,2024-09-30,5.8121,-33.2386,34.2624818015,499.3527,5.8657,1.2782,0.5407,3.0945,66.5976,3.28,211.2345,0.8038,46.4548,0.132,1.9187,,3.0945,4.0542,4.901,3.29
BJ920553,2024-12-31,7.589,-27.3893,34.7351581046,497.5812,6.1283,1.7306,0.7235,52.0872,54.9694,4.51,208.0203,1.0849,47.4371,0.1881,2.5298,1.7461,4.2516,6.5491,4.7331,4.47
BJ920553,2025-03-31,1.7895,-229.6672,27.5141107986,578.7781,-1.6104,0.3949,0.1555,-0.2525,69.0714,-0.6,227.9058,0.2427,50.2934,-0.011,-0.055461158385,,-0.2525,1.303,5.8038,-0.6
BJ920553,2025-06-30,3.8734,100.8061,30.3565476013,523.5602,9.8094,0.8825,0.3438,55.2712,67.4157,5.04,203.966,0.5273,46.4708,0.1475,0.0575,0.701,3.4107,2.67,4.5234,5.02
BJ920553,2025-09-30,5.8742,46.0848,31.4586617165,501.6722,8.2271,1.3808,0.5382,4.4971,64.7048,5.97,195.5388,0.8158,45.9637,0.1929,0.5281,,4.4971,4.1728,4.1545,5.88
BJ920553,2025-12-31,7.8632,24.0889,31.9444518531,493.5563,7.299,1.8468,0.7294,59.6477,53.7916,6.59,194.9318,1.1046,45.7829,0.2334,1.5106,1.49,5.3727,6.6925,4.1862,6.45
BJ920553,2026-03-31,1.8715,214.35911969804,31.024645394,507.0423,3.85,0.4573,0.1775,0.6858,65.4355,0.66,196.8073,0.2606,48.0898,0.0296,-2.5105,,0.6858,1.3754,12.5718,0.66
