instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ002971,2021-03-31,104.9745,9.9294,0.1896,1.88,18.4536,0.1291,1.0662,0.1106,1.4038,1.87,813.7432,,92.3299,64.1117,1.0662,4.8771,0.3051,294.9853,-0.9282,27.9462520729
SZ002971,2021-06-30,30.084,8.7939,0.4374,3.85,16.3931,0.2626,14.0529,0.2444,3.0327,3.83,736.4975,0.8174,15.9293,59.3531,2.0127,10.9802,0.6786,265.252,0.0818,27.6195450412
SZ002971,2021-09-30,19.0326,8.017,0.6604,5.29,16.3875,0.3643,2.5954,0.3574,4.8073,5.23,755.4561,,-4.2937,56.1646,2.5954,16.476,0.9725,277.635,0.1517,28.4956364532
SZ002971,2021-12-31,20.3423,9.0976,0.8888,8.1,14.7697,0.5639,15.8413,0.4774,6.0048,7.89,754.0846,1.3156,3.5985,59.952,3.8694,24.3742,1.2934,278.3362,0.5711,28.7165432748
SZ002971,2022-03-31,45.5434,8.535,0.2616,2.23,12.6038,0.1615,1.0253,0.1248,1.2843,2.21,721.1538,,25.1049,70.0771,1.0253,7.1407,0.3328,270.4327,-1.3629,24.4951548048
SZ002971,2022-06-30,47.2633,5.7488,0.6086,3.5,10.2387,0.2528,13.1194,0.2815,2.9364,3.46,639.4316,0.7863,-3.7301,61.2996,1.5168,17.5803,0.7762,231.899,0.2246,21.2401731272
SZ002971,2022-09-30,30.3243,5.3447,0.8164,4.36,12.097,0.3165,1.7906,0.3673,3.9667,4.3,735.0939,,-13.1167,68.0667,1.7906,22.3195,1.0951,246.5528,0.28,23.6214145531
SZ002971,2022-12-31,33.2541,5.6875,1.1245,6.4,11.712,0.4698,14.2238,0.5014,6.4771,6.24,717.9896,1.1904,-16.6933,55.5804,2.5569,30.7378,1.6777,214.5795,0.5652,22.1058378962
SZ002971,2023-03-31,33.9933,7.5509,0.3311,2.51,12.1666,0.1914,0.9543,0.1319,1.7602,2.47,682.3351,,18.5439,51.1306,0.9543,7.3973,0.5342,168.4762,-0.2807,21.7885004015
SZ002971,2023-06-30,1.9632,5.5484,0.5838,3.25,13.1661,0.2488,10.6671,0.223,3.2163,3.2,807.1749,0.5716,-1.5915,55.9649,1.1387,13.6715,0.9341,192.6989,0.1801,18.9338438996
SZ002971,2023-09-30,16.9793,5.5159,0.8941,4.93,15.214,0.3822,1.6055,0.3285,4.5458,4.83,821.9178,,20.7256,59.3955,1.6055,17.7468,1.3061,206.7223,-0.338,19.5862984154
SZ002971,2023-12-31,25.1927,5.0635,1.3193,6.7,13.0242,0.5236,11.4226,0.4718,7.9232,6.48,763.0352,1.3074,11.4568,45.4362,2.0561,27.6409,1.9974,180.2343,0.2492,18.3320888414
SZ002971,2024-03-31,-11.9673,8.4487,0.2709,2.31,20.8372,0.1885,0.6815,0.084,1.4316,2.28,1071.4286,,-1.5005,62.8667,0.6815,4.3192,0.3849,233.827,-1.1802,22.9561707707
SZ002971,2024-06-30,7.5979,5.666,0.5872,3.33,18.4731,0.2734,9.5081,0.1713,3.3242,3.32,1050.7881,0.6303,9.8785,54.1484,0.8853,9.7439,0.7622,236.1585,0.2525,19.1776030574
SZ002971,2024-09-30,7.5678,5.0096,0.9012,4.45,17.8125,0.2872,1.2051,0.2641,5.053,4.41,1022.34,,-2.3055,53.4336,1.2051,15.1579,1.3733,196.6067,3.679,18.8186931051
SZ002971,2024-12-31,-7.3471,4.8161,1.0094,5.54,19.5315,0.3495,9.833,0.3129,7.0129,4.67,1150.5273,0.9802,-11.8749,51.334,1.29,18.4318,1.6044,224.3829,2.2357,19.4855604843
SZ002971,2025-03-31,-0.6807,6.9521,0.2037,1.6,23.7687,0.1167,0.4164,0.0609,1.4321,1.6,1477.8325,,-18.2742,62.8448,0.4164,3.7865,0.3445,261.2482,0.2293,19.8957856695
SZ002971,2025-06-30,4.3649,6.3014,0.4619,3.13,20.255,0.2403,9.9495,0.1359,3.1427,3.11,1324.5033,0.43,16.0692,57.2756,0.8282,8.8867,0.7623,236.1275,0.896,20.5875244299
SZ002971,2025-09-30,3.325,4.8458,0.7035,3.65,20.5125,0.2819,1.0149,0.2123,4.9973,3.62,1271.7852,,-0.0524,54.0292,1.0149,13.1627,1.3949,193.5623,3.348,20.5028291222
SZ002971,2025-12-31,8.5481,3.867,0.9511,3.82,18.3642,0.3039,10.9174,0.2755,6.7253,3.8,1306.7151,0.8558,-12.8438,53.5292,1.012,19.6034,1.8467,194.9423,3.5395,18.8830224698
SZ002971,2026-03-31,10.5428,4.7484,0.2023,1.06,19.3365,0.0879,0.2766,0.0599,1.3402,1.0,1502.5042,,-24.4966,67.1542,0.2766,4.6544,0.4447,202.3836,0.2556,20.1111934567
