instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920718,2023-03-31,1.4801,90.7725,12.6328269733,392.3278,6.8006,0.3093,0.2294,1.5863,47.6619,2.98,290.9796,0.4375,60.8067,0.1524,1.084,,1.5863,1.8883,-5.5929,2.93
BJ920718,2023-06-30,3.4424,46.7413,13.6078596712,336.5744,6.7321,0.7263,0.5348,21.1905,46.7132,6.61,247.8315,0.9867,52.2891,0.3425,1.3658,2.7748,3.7631,3.8533,7.0239,6.5
BJ920718,2023-09-30,5.6373,50.3658,13.8006269286,301.9796,6.0563,1.2403,0.8941,5.736,46.8758,9.72,217.6893,1.6038,47.8953,0.5089,0.8034,,5.736,5.7599,15.635,9.36
BJ920718,2023-12-31,7.6274,38.6725,13.5194364364,296.7604,5.9526,1.6928,1.2131,25.8119,41.1147,12.94,212.6654,2.1835,47.1983,0.689,0.5258,6.4085,7.5234,8.756,14.1901,12.42
BJ920718,2024-03-31,1.9574,47.4249,12.8463014376,278.7241,7.5965,0.477,0.3229,2.4527,43.263,3.97,188.6792,0.522,45.9794,0.2246,0.4139,,2.4527,2.0803,31.9789,3.89
BJ920718,2024-06-30,3.916,18.3769,12.5609703713,277.6492,6.9212,0.9751,0.6483,24.7937,37.2733,7.07,184.5965,1.0269,45.9653,0.4054,0.3685,3.3464,4.5488,4.8292,15.1423,6.93
BJ920718,2024-09-30,6.3883,5.089,11.9485544462,274.0838,5.9553,1.4879,0.9851,5.8937,38.9543,9.27,181.4638,1.5565,42.2648,0.5348,0.7433,,5.8937,6.9312,6.8705,8.94
BJ920718,2024-12-31,9.4546,22.0552,12.4677778627,261.1534,6.3663,2.0638,1.3785,27.2842,44.528,14.25,174.4355,2.2493,38.0767,0.8409,1.1,7.4115,8.4042,8.0848,14.1235,13.59
BJ920718,2025-03-31,2.7684,-12.1859,12.3768160762,254.0937,5.496,0.5462,0.3542,1.9229,46.7581,3.14,164.7748,0.5709,32.5098,0.1972,0.1177,,1.9229,1.9248,21.3746,3.09
BJ920718,2025-06-30,5.0363,-17.403,11.9536031772,283.6432,5.2968,1.0053,0.6346,23.7585,46.6793,5.28,179.051,1.0027,35.7405,0.3349,0.3259,3.6479,3.3762,3.8561,7.9289,5.21
BJ920718,2025-09-30,6.9857,-23.747,10.8680503077,289.0792,4.3306,1.5482,0.934,4.0142,48.9184,6.42,174.3961,1.4849,38.6504,0.4078,1.5139,,4.0142,5.5194,4.8619,6.28
BJ920718,2025-12-31,9.5402,-48.8319,10.0699328615,292.7543,3.4124,2.0656,1.2297,25.0169,48.6079,6.79,174.2835,2.0008,37.7351,0.4303,2.5812,5.0818,4.0971,7.4062,-4.5389,6.71
BJ920718,2026-03-31,2.2959,-92.5,6.964780429,307.6923,0.4849,0.5531,0.2925,0.1428,44.8766,0.23,162.7192,0.4748,39.2003,0.0148,8.3456,,0.1428,2.0055,-15.0012,0.23
