instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH603826,2021-03-31,302.8264,0.0896,27.1594,29.276,0.7185,1.8248,2.78,0.278,21.3737,1.8248,0.0977,0.1343,1004.4643,0.2972,67.335,323.741,2.74,40.4628318729,,1.3366
SH603826,2021-06-30,279.2429,0.1866,32.8642,36.9442,0.7857,13.1738,5.39,0.5847,19.8364,3.4566,0.1931,0.2818,964.6302,0.6446,64.3915,307.8502,5.25,37.2115452279,0.631,2.7954
SH603826,2021-09-30,300.4005,0.2659,12.135,25.4291,0.9912,4.831,7.88,0.8437,19.9396,4.831,0.2846,0.4077,1015.4193,0.8988,60.9247,320.019,7.58,37.2511803517,,4.4317
SH603826,2021-12-31,297.2259,0.3446,-8.2216,19.0963,1.2153,14.962,8.77,1.0931,16.6311,5.0938,0.3174,0.543,1044.6895,1.2112,63.0815,329.3386,8.4,34.9893402616,1.2103,5.7069
SH603826,2022-03-31,386.7641,0.0645,-38.5373,-7.0471,-0.6003,0.8647,1.55,0.2038,14.1328,0.8647,0.06,0.1146,1395.3488,0.2327,76.2389,441.6094,1.54,34.633748679,,1.1805
SH603826,2022-06-30,422.436,0.1266,-33.4213,-10.9584,1.2979,11.2583,3.28,0.4001,14.8322,1.7237,0.1286,0.2318,1421.8009,0.4261,74.4201,449.8875,3.23,33.9659975714,0.3317,2.4187
SH603826,2022-09-30,379.64,0.2045,-36.4276,-2.2909,0.5674,2.4427,4.59,0.6604,12.9733,2.4427,0.1809,0.3703,1320.2934,0.7112,74.6289,408.8431,4.48,31.6896263989,,3.6179
SH603826,2022-12-31,432.3805,0.2525,-37.3213,-8.2689,0.1079,12.6418,5.05,0.8207,11.3638,2.6056,0.1989,0.4658,1425.7426,0.8326,73.6573,438.6499,4.92,32.728371934,0.6984,4.8875
SH603826,2023-03-31,405.5881,0.0651,-46.8197,21.7162,-3.591,0.3876,0.75,0.2087,6.1749,0.3876,0.0319,0.134,1382.4885,0.2219,84.3249,431.241,0.75,27.943384087,,1.0673
SH603826,2023-06-30,496.4148,0.116,-32.7638,8.1221,-2.0263,11.6481,2.06,0.3699,9.2235,1.0144,0.0865,0.2408,1551.7241,0.3626,95.9949,486.618,2.04,32.3701120393,0.2913,1.8751
SH603826,2023-09-30,535.5018,0.1688,-17.8002,-0.1998,0.4575,1.6794,3.56,0.5556,10.6854,1.6794,0.1487,0.3548,1599.5261,0.5042,77.8188,485.9611,3.5,34.705649393,,3.4696
SH603826,2023-12-31,624.7831,0.2094,-4.6795,1.19,0.9059,13.1933,4.54,0.6854,10.7047,2.0425,0.1896,0.4482,1719.1977,0.5762,83.457,525.2407,4.44,36.7997662045,0.5507,4.3136
SH603826,2024-03-31,545.1242,0.0573,45.4514,5.3807,-4.4399,0.4772,1.07,0.1808,8.5229,0.4772,0.0464,0.1333,1570.6806,0.1651,85.3728,497.7876,1.06,32.5464926899,,1.0542
SH603826,2024-06-30,559.3536,0.1174,15.8022,21.2533,-1.9808,12.6992,2.31,0.3561,8.8088,0.9935,0.0715,0.2799,1533.2198,0.3218,87.4423,505.476,2.34,33.3300833319,0.3574,2.0585
SH603826,2024-09-30,576.0614,0.1724,-6.9676,21.8276,-0.7507,1.3321,3.17,0.5263,8.1598,1.3321,0.0988,0.4158,1566.1253,0.4687,87.094,513.0154,3.18,32.4003126136,,3.1001
SH603826,2024-12-31,698.2157,0.2106,-55.0694,16.9966,-4.096,13.5598,1.87,0.6502,4.111,0.8192,0.0609,0.5116,1709.4017,0.5156,75.7305,553.6758,1.87,36.5115029854,0.6182,4.7537
SH603826,2025-03-31,708.1039,0.0526,18.2545,1.1097,-3.2833,0.5202,1.26,0.1524,9.9681,0.5202,0.0392,0.1355,1711.0266,0.1271,74.068,590.5512,1.25,32.5243307067,,1.2151
SH603826,2025-06-30,611.8287,0.1164,11.231,7.6145,-0.1592,15.0629,2.61,0.3333,9.1048,1.0484,0.0795,0.2998,1546.3918,0.2942,68.5976,540.054,2.58,28.7523539414,0.3515,2.624
SH603826,2025-09-30,628.9308,0.1739,7.3568,7.8518,1.5985,1.3964,3.18,0.5021,8.1223,1.3964,0.1061,0.4436,1552.6164,0.4293,66.2837,537.7415,3.13,30.6788594791,,4.0734
SH603826,2025-12-31,499.4451,0.2587,-306.2459,29.8769,-0.017928667981,13.9613,-5.01,0.7796,-6.5282,-1.6876,-0.1255,0.6807,1391.5733,0.7208,74.5882,461.7753,-5.12,28.5186352945,0.7872,4.8265
SH603826,2026-03-31,258.6207,0.084,193.4484,59.9174,2.1549,1.527,4.05,0.2547,18.2915,1.527,0.1151,0.2231,1071.4286,0.348,69.6756,353.3569,3.97,2.3845363759,,1.2917
