instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SH600139,2021-03-31,-710.3936,,0.0116,2564.1026,-0.9847,,7758.6207,0.0514,-25.07,-6.8597,0.0351,64.1827677312,-29.25,-4.944621782569,-0.9847,-0.0444,23.7301,,-84.5226,3.7927
SH600139,2021-06-30,-1237.5649,,0.0239,2510.4603,0.1579,,7531.3808,0.1086,-66.38,-2.731,0.0717,65.8407041363,-99.35,-2.192961434488,-2.2463,-0.1004,48.7812,2.1498,-92.9614,3.6899
SH600139,2021-09-30,-3385.11439961115,,0.0536,1501.6685,-118.5393,,5037.3134,0.7537,0.0,-13.7792,0.1798,65.8797175919,,-0.874537046942,-118.5393,-0.8779,64.3045,,-616.7617,4.1988
SH600139,2021-12-31,-200.992391974492,,0.0538,2002.2247,-116.4633,,6691.4498,0.9433,,-34.1546,0.1798,65.4155868798,,-0.824488801716,-130.9257,-0.9408,64.6431,2.85,-660.7828,5.569
SH600139,2022-03-31,-5.601295539312,,0.0,225000.0,-7.8203,,1757875.63932228,,,-99.934,0.0004,-1334.99737092,,-92.894202856846,-7.8203,-0.0555,0.0158,,-160033.9403,5696.2025
SH600139,2022-06-30,5.124033568484,,0.0001,225000.0,-0.8157,,1800000.0,,,-99.9358,0.0008,-1334.99737092,,-184.637860146897,-15.4462,-0.1097,0.0316,0.0014,-158320.0158,5696.2025
SH600139,2022-09-30,81.901213065369,,0.0001,225000.0,-23.0402,,2700000.0,,,-99.927,0.0012,-1334.99737092,,-138.403162075441,-23.0402,-0.1629,0.0474,,-156731.0869,5696.2025
SH600139,2022-12-31,77.593947561474,,0.0002,112500.0,-33.5566,,1800000.0,,,-99.9026,0.0032,-1334.99737092,,73.716704315266,-33.5566,-0.2136,0.0642,,-154108.7068,5607.4766
SH600139,2023-06-30,2.089301158423,,,13235.2941,-17.1724,,1639063.32266182,,0.0,0.0,0.0136,-1334.99737092,,-113.217840640257,-17.1724,-0.1074,0.0326,,-155012.2339,5521.4724
SH600139,2023-12-31,2.4839219755,,,12949.6403,-33.4348,,1620863.74370124,,,0.9156,0.0278,-42.1977786015,,-1.667223787662,-33.4348,-0.2083,0.0676,,-148917.2802,5325.4438
SH600139,2024-06-30,10.380865911324,,,15254.2373,-15.4708,,1617211.92179519,,,0.0,0.0118,-1334.99737092,,-95.321749903426,-15.4708,-0.0963,0.0344,,-138920.6217,5232.5581
SH600139,2024-12-31,3.865283543539,,,12587.4126,-32.4508,,1610419.73778743,,,-0.9073,0.0286,-43.499741452,,0.490246680078,-32.4508,-0.2002,,,-144471.989,
SH600139,2025-06-30,3.046665363992,,,10778.4431,-15.1827,,1599767.40092998,,,0.0,0.0167,-1334.99737092,,-31.1000205792,-15.1827,-0.0933,,,-134688.1753,
