instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920005,2023-06-30,4.1057,-25.7695,34.5584321064,477.327,14.508,0.4529,0.3771,5.3862,162.3816,7.66,397.4387,0.5293,43.8415,,-0.3093,,5.3862,1.1085,-5.8425,7.38
BJ920005,2023-09-30,,,33.9104185556,,14.3045,,,,,,,1.7916,,,0.1681,,,,,
BJ920005,2023-12-31,9.7187,-2.378,33.0920910091,468.0187,14.1798,0.923,0.7692,10.1662,159.0457,15.56,390.0325,1.0983,37.042,,0.6235,,10.1662,2.2635,11.4685,14.41
BJ920005,2024-03-31,2.3801,49.536604097138,34.086649637,555.813424325742,14.9711,0.1925,,2.4131,189.1551,3.29,467.5325,0.2266,37.8135,0.2076,2.434,,2.4131,0.4758,-1.843554337349,3.33
BJ920005,2024-06-30,5.7907,14.4945,32.2927519472,512.20148881311,15.5083,0.4172,,5.4031,179.6586,7.54,431.4477,0.4931,31.0843,0.4685,1.353,,5.4031,1.0019,7.1098,7.5
BJ920005,2024-09-30,9.0997,5.8993,31.2659955121,484.919970091189,14.0166,0.6574,,7.49,175.7469,10.93,410.7089,0.7928,29.6713,0.6943,1.2746,,7.49,1.5363,8.0741,10.7
BJ920005,2024-12-31,12.0172,14.7288,30.3795723725,481.995858196863,14.6257,0.8763,,10.2768,173.1019,15.57,410.8182,1.0625,29.9571,0.9941,1.1852,,10.2768,2.0797,11.2309,14.64
BJ920005,2025-03-31,2.6107,63.158,32.8847237278,526.137854389647,20.2947,0.197,,3.4409,180.5416,4.96,456.8528,0.24,34.4735,0.3387,1.166,,3.4409,0.4985,20.359,4.75
BJ920005,2025-06-30,5.5786,35.5802,30.1826967565,499.4451,17.6952,0.4131,0.3604,14.0701,171.6738,8.94,435.7298,0.5056,32.2662,0.6352,1.0613,,6.1972,1.0485,18.8239,8.55
BJ920005,2025-09-30,8.4561,30.6276,31.2178252594,590.772015973171,16.3103,0.5099,,6.1844,177.7485,11.25,529.5156,0.6081,31.9296,0.6556,0.8169,,6.1844,1.519,12.2573,7.87
BJ920005,2025-12-31,12.1628,0.3877,29.9208790377,562.8518,13.2733,0.7189,0.6396,13.5027,168.8951,11.32,500.7651,0.8574,29.5984,0.7214,1.2228,,7.2133,2.1315,10.6157,9.26
BJ920005,2026-03-31,2.4718,-35.8056,30.6436661057,657.4142,11.3997,0.1511,0.1369,1.5492,171.0051,2.0,595.632,0.1759,36.4107,0.1572,0.8105,,1.5492,0.5263,14.2845,1.98
