instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SZ000150,2021-03-31,-10.009775028546,4.8419,0.0707,538.2775,-1.2884,18.5877,1272.9844,1.4441,-57.16,-10.0063,0.1672,12.5923729224,-80.03,-0.045303039417,-1.2884,-0.0712,0.7314,,-17.7889,123.0517
SZ000150,2021-06-30,-19.86554561394,4.8334,0.1418,541.5162,3.7181,37.2408,1269.3935,3.7549,0.0,-12.2039,0.3324,14.8965433777,,0.029956404838,-3.653,-0.1942,1.4085,1.0861,-24.6415,127.7955
SZ000150,2021-09-30,-8.570037807977,5.2861,0.2089,553.1653,-4.6485,51.0774,1292.4844,6.3824,0.0,-15.8961,0.4881,17.6769705021,,0.003076408103,-4.6485,-0.247,2.0885,,-21.2682,129.2794
SZ000150,2021-12-31,-9.972258033135,5.0806,0.2844,521.2104,-8.9598,70.8578,1265.8228,,0.0,-14.5511,0.6907,16.0479074574,,0.088981328798,-16.5116,-0.8074,3.0903,2.0831,-53.1066,116.4935
SZ000150,2022-03-31,-41.857039290782,5.8718,0.0605,601.6043,-1.9652,15.3276,1487.6033,,0.0,-26.2598,0.1496,17.2281340749,,-0.020531959991,-1.9652,-0.0957,0.6952,,-32.4103,129.4591
SZ000150,2022-06-30,-14.777825750554,6.079,0.1152,626.087,3.7341,29.6099,1562.5,,0.0,-29.2752,0.2875,14.2765857263,,0.08611092292,-4.7477,-0.2274,1.3663,0.7889,-40.8036,131.7427
SZ000150,2022-09-30,-30.849339652728,6.5262,0.1753,611.413,-7.035,41.3718,1540.2168,,0.0,-27.4547,0.4416,16.0151597069,,0.079355551299,-7.035,-0.3322,2.0857,,-39.4329,129.4529
SZ000150,2022-12-31,35.693947992774,5.5403,0.2348,505.8311,-3.2154,64.9782,1533.2198,,0.0,-26.2105,0.7117,6.6863948899,,0.15329111509,-10.9832,-0.5123,3.0079,1.6154,-45.6691,119.6848
SZ000150,2023-03-31,9.38777874373,6.6508,0.0514,432.6923,-1.8611,13.5322,1750.9728,,0.0,-19.5715,0.208,18.505464149,,-0.046201465977,-1.8611,-0.0851,0.725,,-35.8437,124.1379
SZ000150,2023-06-30,21.911024927028,7.1662,0.0962,461.4201,-3.7633,25.118,1871.1019,,0.0,-20.6797,0.3901,20.4259006968,,-0.017196067404,-3.7633,-0.1703,1.3417,,-38.5288,134.1582
SZ000150,2023-09-30,13.785328094656,7.9022,0.1478,447.7612,-6.3923,34.1678,1826.793,,0.0,-19.9908,0.603,17.7824711414,,0.018766737581,-6.3923,-0.2849,2.1017,,-42.2695,128.4674
SZ000150,2023-12-31,-38.708341381325,7.5405,0.2011,452.375,-17.3041,47.742,1790.1542,,,-22.192,0.7958,16.5127303339,,0.067460036976,-17.3041,-0.6951,2.8541,,-79.6307,126.1343
SZ000150,2024-06-30,-25.263561448091,7.7598,,583.0904,-6.1887,23.1966,2228.11937176207,,0.0,-29.9714,0.3087,6.2477354477,,-0.196004999831,-6.1887,-0.2258,1.1443,,-72.9189,157.3014
SZ000150,2024-12-31,-2.884047688549,8.3633,,563.1159,-21.5245,43.0453,2292.22654309267,,,-33.6508,0.6393,14.3047053898,,-0.040118581751,-21.5245,-0.7229,2.1662,,-124.8164,166.1896
SZ000150,2025-06-30,-40.661192852066,6.6187,,676.9462,-10.5594,27.1957,2932.41339135315,,0.0,-36.4689,0.2659,8.3134466601,,0.123555384686,-10.5594,-0.3221,1.0095,,-163.7577,178.3061
SZ000150,2025-12-31,-66.157902002761,5.4387,,529.3339,-57.4382,66.1918,2060.7177747241,,,-17.9474,0.6801,1.0607601166,,0.075699139998,-57.4382,-1.1959,2.6354,,-251.6504,136.6017
