instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920425,2023-03-31,0.2718,5.4702,57.6152389648,868.7259,27.8224,0.1106,0.1036,2.263,96.195,3.04,813.7432,0.1151,331.1258,0.155,-0.4812,,2.263,0.9356,13.0512,2.4
BJ920425,2023-06-30,0.4637,-34.4421,62.9174222372,891.9722,27.8205,0.2306,0.2018,8.4342,114.7374,5.1,780.5724,0.2235,388.182,0.2931,0.0934,4.9259,4.4855,1.5688,-25.4625,4.72
BJ920425,2023-09-30,0.6952,11.8325,65.1268666476,869.8454,36.5202,0.3505,0.3104,8.8958,110.6013,10.15,770.3281,0.3429,388.3774,0.6102,0.5004,,8.8958,2.4412,-4.579,9.35
BJ920425,2023-12-31,0.905,-0.6062,65.6030278911,871.038,33.0735,0.4806,0.4133,14.393,109.0347,12.4,749.0637,0.4607,397.7901,0.7612,0.7162,10.9693,10.5293,3.3017,2.8674,11.24
BJ920425,2024-03-31,0.276,-12.4182,56.1935389023,1184.2105,24.7186,0.0908,0.076,1.8807,131.8488,1.98,991.1894,0.0809,326.087,0.1357,0.7976,,1.8807,0.6826,-1.4212,1.99
BJ920425,2024-06-30,0.5414,-24.0043,59.85930499,1117.3184,19.7621,0.1928,0.1611,7.5882,121.9182,3.27,933.61,0.1704,332.4714,0.1591,1.6545,2.0056,3.2917,1.4764,6.9842,3.45
BJ920425,2024-09-30,0.7433,-36.5495,62.0266117576,1176.4706,23.7854,0.2754,0.2295,5.5662,121.4247,5.7,980.3922,0.2429,363.245,0.2765,1.3165,,5.5662,2.2236,-2.5777,5.84
BJ920425,2024-12-31,0.9854,-38.7149,63.5793868528,1199.6001,21.6844,0.3553,0.3001,11.1328,113.2645,6.9,1013.2283,0.3179,365.3339,0.3332,1.5889,3.7803,6.5612,3.1784,-6.5266,6.9
BJ920425,2025-03-31,0.283,82.3912,69.1811096438,990.099,37.56,0.1057,0.0909,3.3516,85.5757,3.59,851.4664,0.0957,318.0212,0.1768,0.4024,,3.3516,1.0517,20.0334,3.53
BJ920425,2025-06-30,0.6077,126.5649,69.3722350217,919.7752,35.1997,0.2267,0.1957,11.478,83.9396,7.24,794.0009,0.2085,296.1988,0.2575,0.7151,1.5594,6.6947,2.1444,27.1999,7.22
BJ920425,2025-09-30,0.8662,63.7216,68.5299133178,1015.8014,32.3923,0.307,0.2658,8.3269,82.5587,9.11,879.4788,0.282,311.7063,0.3234,1.033,,8.3269,3.2704,20.2194,8.91
BJ920425,2025-12-31,1.2782,90.1656,67.3267536948,887.574,28.1363,0.4648,0.4056,15.2194,95.3718,12.6,774.5267,0.4462,281.6461,0.4526,0.6953,3.4506,10.5125,3.7747,46.5588,12.04
BJ920425,2026-03-31,0.4791,136.5088,69.2198755186,576.5535,43.5654,0.1756,0.1561,6.6648,97.0037,7.64,512.5285,0.1754,187.8522,0.2987,-0.5379,,6.6648,0.9278,103.9065,7.36
