instrument,datetime,profit_growth,inventory_turn_days,inventory_turnover,asset_turn_days,revenue_growth,gross_margin,roe,ocf_to_np,roa,ar_turnover,net_margin,ar_turn_days
SH600401,2019-09-30,-52.158012984644,5.379340877381,50.192022806227,3319.57904190668,-40.957244403901,48.3666516776,,0.078419393301,-29.2193978749,0.792926273915,-359.2448177882,340.510850607712
SH600401,2019-06-30,-135.446758281424,5.566129718863,32.338448633345,3575.70191840293,-50.383062226618,46.4005148275,,0.255387631645,-25.761109515,0.497136171765,-511.7447150772,362.073834541027
SH600401,2019-03-31,-40.7455858874,11.526170732728,7.808317444444,5177.7059337776,-58.317284975959,48.0364874369,,0.362228555516,-3.9616103144,0.173674391681,-227.9117025838,518.211114078979
SH600401,2018-12-31,-53.387476162556,25.926396159563,13.885462436985,4243.16009201888,-73.027884467332,15.2634517169,,0.224498145223,-36.1485454491,0.457231220386,-426.0668484264,787.347809924449
SH600401,2018-09-30,-18.617525281737,28.197557130163,9.575297560482,4230.50669967937,-67.448469004123,17.3081900857,-155.92,0.324909205042,-8.539000778,0.357429481043,-133.7937037022,755.393761063369
SH600401,2018-06-30,-19.113361896991,24.427248346161,7.368820157277,4130.45936573101,-66.249927376084,10.0268912423,-67.23,0.38931772236,-4.483913706,0.260854680893,-102.8923520114,690.039371284406
SH600401,2018-03-31,31.133650216835,31.442973581568,2.862324702418,4072.28377766625,-61.498944918893,1.4466499886,-26.47,-0.2376291762,-1.4850535236,0.095775563519,-67.1951041461,939.696898595076
SH600401,2017-12-31,-85.504003165218,45.828993226244,7.855289297384,1805.98012213975,-27.941035067049,4.2144773043,-100.0,-0.021965851674,-15.0910559254,1.000599495623,-75.7059639537,359.784310880403
SH600401,2017-09-30,-2051.03032762918,77.928887986023,3.464697199945,1958.14975868875,-36.432224797427,6.2068134191,-26.47,-0.042407769849,-5.0706138702,0.702608180252,-36.7741530606,384.282460109076
SH600401,2017-06-30,-1281.09563327104,78.392087068414,2.296150118352,1908.11770763886,-29.643344932797,6.9313721661,-14.1978,0.106779545885,-2.7541339529,0.466363505465,-29.1956209154,385.965020613108
SH600401,2017-03-31,-2371.23582839952,91.07104735969,0.988239430744,2236.19458205632,-34.998653446448,6.676900061,-7.7573,-0.691725164526,-1.5163086083,0.20840530853,-37.6751232735,431.850803776644
