instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
BJ920454,2021-03-31,,,0.4169,0.0764,33.3886603074,3.45,,,,,,3.45,,16.925,,,0.5136,,,
BJ920454,2021-06-30,,4.0758,0.428,0.1819,34.0404014373,8.06,106.9265,134.3183,8.3109,5.786,5.786,7.75,1.6834,18.8312,,0.5115,0.9287,570.747101179915,1.3401,351.9062
BJ920454,2021-12-31,0.4632,-19.593,0.5794,0.2265,32.8950828888,12.39,126.8097,159.0879,-5.4474,16.4539,6.9144,8.16,2.8389,17.9728,,0.6844,1.6892,777.2021,2.2629,526.0082
BJ920454,2022-03-31,0.0803,-31.6745,0.0938,0.0379,30.2138069127,1.36,167.0689,210.2313,-20.0123,1.1652,1.1652,1.35,0.5387,14.4573,,0.1134,-1.4708,1120.797,0.4281,793.6508
BJ920454,2022-06-30,0.1563,-37.824,0.1797,0.0822,30.2120463583,2.92,172.2323,229.5626,-29.6379,13.6406,2.7,3.02,1.0451,16.6403,0.6591,0.2249,0.7505,1151.6315,0.7841,800.3557
BJ920454,2022-09-30,0.2725,-36.0402,0.3164,0.1123,25.3300612068,4.03,172.6012,172.6784,-10.3929,3.5785,3.5785,4.09,1.5643,12.846,,0.3945,-0.1282,990.8257,1.5636,684.4106
BJ920454,2022-12-31,0.4692,-18.9396,0.5462,0.1836,20.3513661901,6.57,136.9915,123.4272,21.0911,17.0498,5.6858,6.53,2.6279,12.0313,1.9315,0.6842,-1.0966,767.2634,2.9167,526.1619
BJ920454,2023-03-31,0.1005,-15.5475,0.116,0.032,22.938404421,1.13,198.6316,157.3152,25.0017,0.9719,0.9719,1.13,0.4531,9.7675,,0.154,1.8285,895.5224,0.5721,584.4156
BJ920454,2023-06-30,0.2744,21.2312,0.3179,0.0996,21.6932912314,3.5,151.4005,113.9673,81.135,15.0109,3.029,3.54,1.1889,11.1372,1.0221,0.4204,2.1872,655.9767,1.5794,428.1637
BJ920454,2023-09-30,0.3523,32.6376,0.4075,0.1489,23.471505587,5.24,169.7793,134.2148,32.3048,4.4667,4.4667,5.2,1.5903,12.8784,,0.5395,2.4563,766.3923,2.0117,500.4634
BJ920454,2023-12-31,0.4307,8.7335,0.5001,0.1997,24.6949158618,7.0,173.7703,148.6498,-6.2576,18.6036,5.8479,6.86,2.0717,13.9553,1.5878,0.6515,2.3511,835.8486,2.4218,552.571
BJ920454,2024-03-31,0.0737,-6.2232,0.0867,0.03,26.4672453429,1.03,250.8361,227.2727,-22.6747,0.8652,0.8652,1.02,0.3588,11.8456,,0.11,0.5178,1221.1669,0.396,818.1818
BJ920454,2024-06-30,0.1645,-16.0547,0.1941,0.0836,28.2462141023,2.85,232.0485,210.3541,-37.0182,16.2028,2.4351,2.89,0.7757,14.8442,0.5848,0.2453,0.9838,1094.2249,0.8557,733.7954
BJ920454,2024-09-30,0.2445,-4.7436,0.2916,0.1418,29.8402096151,4.6,230.2772,217.9353,-26.0472,3.9608,3.9608,4.8,1.1725,16.5882,,0.3601,1.4484,1104.2945,1.2389,749.7917
BJ920454,2024-12-31,0.3532,9.1618,0.4269,0.2179,30.3864937504,7.36,199.4681,199.4128,-11.3884,19.2594,5.7909,7.2,1.8048,17.1917,1.3172,0.5145,1.5032,1019.2525,1.8053,699.7085
BJ920454,2025-03-31,0.0923,105.0023,0.1156,0.0616,29.2839546375,2.01,177.305,191.8567,39.3282,1.5834,1.5834,2.0,0.5076,17.4292,,0.1298,3.1151,975.0813,0.4691,693.3744
BJ920454,2025-06-30,0.2051,60.444,0.2575,0.1342,31.0175419286,4.45,175.3873,165.9445,37.9447,17.8284,3.5186,4.51,1.0263,17.2653,0.8258,0.2892,2.4405,877.6207,1.0847,622.4066
BJ920454,2025-09-30,0.2886,44.2636,0.3597,0.2046,31.1579876743,6.71,184.8555,170.7888,28.4538,5.3189,5.3189,6.73,1.4606,18.6299,,0.4092,1.6783,935.5509,1.5809,659.824
BJ920454,2025-12-31,0.3727,17.1836,0.4654,0.2554,31.5410340262,8.46,188.699,169.6433,12.9909,21.2631,6.5098,8.29,1.9078,17.8296,1.5513,0.5211,1.5094,965.9243,2.1221,690.8463
BJ920454,2026-03-31,0.0871,15.6134,0.1084,0.0712,30.9057945274,2.25,211.7149,151.8987,-2.9467,1.8017,1.8017,2.23,0.4251,20.7623,,0.1195,0.6844,1033.2951,0.5925,753.1381
