instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
BJ920062,2021-03-31,,-1246.59699285318,0.2221,-0.0397,17.7989688522,-1.5,289.5753,213.1691,40.199652741968,-0.7605,-0.7605,-1.51,0.3108,-6.8258,,0.1425,-1.238284144592,821.46905785772,0.4222,631.5789
BJ920062,2021-06-30,,-96.9911,0.6586,0.0025,18.8017658839,0.14,189.0558,127.8318,18.9751,0.0462,0.0462,0.14,0.9521,0.143,,0.4215,-283.0467,557.179854471958,1.4081,427.0463
BJ920062,2021-09-30,,-60.77843650373,1.0905,0.0827,18.1568437332,3.14,182.0634,110.7738,8.284193688748,1.4841,1.4841,3.09,1.483,2.8268,,0.702,-8.3162,506.027955983239,2.4374,384.6154
BJ920062,2021-12-31,,-15.2169,1.6496,0.3038,19.292428826,10.93,151.8859,87.0575,13.9813,5.0487,5.0487,10.37,2.3702,6.5943,,1.0603,0.2583,445.797921831195,4.1352,339.5265
BJ920062,2022-03-31,,135.835525998859,0.3267,0.0228,18.182413346,0.79,191.0828,111.8846,65.9279,0.3876,0.3876,0.79,0.471,2.3623,,0.2235,-23.9495,554.670667130196,0.8044,402.6846
BJ920062,2022-06-30,0.3748,3960.6676,0.8195,0.1011,18.0003418658,3.4,166.8521,99.1845,41.0561,5.8813,1.4272,3.34,1.0788,4.1175,,0.5065,-5.4897,480.2561,1.8148,355.3801
BJ920062,2022-09-30,,163.9737,1.2255,0.1723,18.7741229263,7.16,160.0854,95.7719,46.8374,2.6136,2.6136,5.39,1.6866,5.0819,,0.7942,-5.4876,451.636718148556,2.8192,339.9647
BJ920062,2022-12-31,0.8332,34.4738,1.7086,0.3225,19.1408857146,11.51,143.8504,84.4416,33.5045,8.5118,4.671,9.6,2.5026,6.6422,,1.1214,-0.922,432.0691,4.2633,321.0273
BJ920062,2023-03-31,0.1509,436.3062,0.3105,0.0966,16.5653393382,2.84,198.0634,119.7605,39.1296,1.3496,1.3496,2.8,0.4544,9.106,,0.2007,-2.7706,596.4215,0.7515,448.4305
BJ920062,2023-06-30,0.3612,122.9675,0.7579,0.173,17.9907697062,5.16,171.6084,97.0769,33.5712,5.1215,2.3951,5.15,1.0489,6.8733,2.3529,0.4891,-0.8482,498.3389,1.8542,368.0229
BJ920062,2023-09-30,0.558,67.2757,1.1804,0.2803,18.9261837599,8.28,176.5283,92.5831,21.1311,3.6878,3.6878,8.05,1.5295,7.0178,,0.7642,-2.0961,483.871,2.9163,353.3107
BJ920062,2023-12-31,0.7407,26.3694,1.5753,0.3964,19.2077575822,11.45,164.361,97.9245,15.4283,8.1282,4.9533,10.9,2.1903,7.2718,4.5349,1.0209,-0.6127,486.0267,3.6763,352.63
BJ920062,2024-03-31,0.1363,-78.9956,0.3023,0.0197,17.1822249466,0.55,225.0563,138.6108,7.4839,0.2386,0.2386,0.54,0.3999,1.7795,,0.1955,-34.5518,660.3081,0.6493,460.3581
BJ920062,2024-06-30,0.3288,-36.7523,0.7629,0.108,17.6957110245,2.89,179.7484,121.6381,12.5376,4.6908,1.1854,2.91,1.0014,3.8629,1.8754,0.4673,-4.7352,547.4453,1.4798,385.1915
BJ920062,2024-09-30,0.5249,-49.4692,1.2359,0.1398,16.1477032965,3.77,168.845,115.1042,15.4929,1.4792,1.4792,3.74,1.5991,3.0705,,0.7434,-6.787,514.3837,2.3457,363.1961
BJ920062,2024-12-31,0.7867,-41.2644,1.938,0.2297,15.5212616135,6.21,152.0913,96.8497,34.2872,5.9709,2.1949,5.99,2.367,3.1806,4.2575,1.1127,-2.9121,457.6077,3.7171,323.5373
BJ920062,2025-03-31,0.1625,238.0706,0.4343,0.0658,14.5244352717,1.57,183.4115,128.3697,56.5544,0.6202,0.6202,1.64,0.4907,3.8427,,0.2324,-13.1841,553.8462,0.7011,387.2633
BJ920062,2025-06-30,0.3493,16.4582,0.9362,0.1257,14.0164588269,3.14,164.0241,110.2063,34.466,6.5148,1.1375,3.05,1.0974,3.3456,1.6824,0.5007,0.193,515.3163,1.6333,359.4967
BJ920062,2025-09-30,0.5184,-19.7823,1.3795,0.1109,12.180483891,2.75,163.4284,113.1506,22.3772,1.0171,1.0171,2.68,1.6521,2.0127,,0.7482,0.25,520.8333,2.3862,360.8661
BJ920062,2025-12-31,0.7077,-62.4322,1.8776,0.0853,12.2874641945,2.17,155.3733,110.5685,4.4385,7.1267,0.7954,2.11,2.317,1.1441,3.2015,1.0265,7.2054,508.6901,3.2559,350.7063
BJ920062,2026-03-31,0.1763,-53.0902,0.4604,0.0305,12.2300262197,0.81,146.7232,117.0199,12.3458,0.2812,0.2812,0.8,0.6134,1.6045,,0.2637,-7.3053,510.4935,0.7691,341.2969
