instrument,datetime,profit_growth,gross_margin,ar_turn_days,inventory_turn_days,revenue_growth,roa,roe,ar_turnover,net_margin,ocf_to_np,asset_turn_days,inventory_turnover
SH603459,2026-03-31,14.357049577072,25.1784728786,105.243378813058,52.001278277576,22.879988235825,2.3281009308,5.2,0.855160685784,12.9943428111,0.036175035458,502.336834930172,1.730726685594
SH603459,2025-12-31,152.366980050281,26.3584459294,96.348710544468,41.54501751353,36.060899056996,12.1146944361,26.4,3.736427794058,14.6817006681,0.228070571324,436.281102126748,8.665299030931
SH603459,2025-09-30,306.912797670036,,,,43.482121983001,,,,,,424.216950659956,
SH603459,2025-06-30,,25.925585839,102.692436391204,42.645185375058,,5.7827665396,12.7,1.752806792063,14.0262911315,0.205508265691,436.595941817314,4.22087507457
SH603459,2025-03-31,,24.4789238532,,,,,5.92,,13.9628006989,0.159017805265,,
SH603459,2024-12-31,103.871326632689,18.9970064227,106.124702449016,37.524809325368,15.513520937395,5.9140098815,12.91,3.392235659487,7.915478452,0.174457276688,481.834203832448,9.593653011759
SH603459,2024-09-30,,,,,,,,,,,,
SH603459,2023-12-31,-25.404002710514,15.8569769933,100.890013388946,36.886136946663,6.121079494697,3.1413616503,6.86,3.568242166964,4.4849111496,0.247237155679,513.97075332527,9.759764231222
SH603459,2022-12-31,,17.12043348,96.475981555308,39.357336618239,,8.4919887042,9.39,3.731498702541,6.3802835263,0.241987599332,,9.146960412793
