instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH603236,2021-03-31,96.8575,0.3428,78.4296,80.2833,-4.3091,0.9718,2.68,0.4131,3.2605,0.9718,0.5412,0.7635,262.5438,0.9292,43.9089,217.8649,2.02,19.3845297685,,2.0497
SH603236,2021-06-30,109.7628,0.7075,91.6119,72.8172,-4.6187,4.1459,5.41,0.8586,3.0928,1.7567,0.9181,1.7675,254.417,1.6399,39.9645,209.6436,4.43,18.0672501484,5.8797,4.504
SH603236,2021-09-30,99.7451,1.1803,89.5285,77.6611,-5.562,2.9367,8.84,1.4397,3.169,2.9367,1.6297,2.9976,228.7554,2.7069,33.8172,187.5391,7.59,18.4821553696,,7.9841
SH603236,2021-12-31,80.2085,1.7678,89.5805,84.4469,-1.3621,7.6519,12.72,2.1854,3.1818,4.4022,2.465,4.4356,203.6429,4.4883,39.0867,164.7296,11.16,17.5640235036,13.1879,9.2103
SH603236,2022-03-31,101.7524,0.3623,104.506,64.7371,-0.1267,1.4158,3.78,0.4442,4.0477,1.4158,0.8514,0.9348,248.4129,0.8845,46.1989,202.6114,3.71,18.1928962084,,1.9481
SH603236,2022-06-30,97.8048,0.7773,107.9703,54.9917,2.299,7.0311,8.27,0.9489,4.15,3.0606,1.4688,2.0297,231.5708,1.8404,43.4206,189.6933,8.19,18.9359659344,5.8048,4.1455
SH603236,2022-09-30,97.0629,1.1606,84.1102,35.5817,0.8269,4.6764,12.93,1.4375,4.3032,4.6764,2.3081,3.0069,232.6383,2.7817,44.62,187.8261,12.34,19.1931269407,,6.0511
SH603236,2022-12-31,90.0721,1.5457,73.1678,26.3572,0.8085,10.5797,17.98,1.9106,4.3606,6.0402,3.2835,4.1074,232.9042,3.9968,45.9207,188.4225,16.74,19.7785102386,12.0824,7.8396
SH603236,2023-03-31,111.4413,0.2999,-210.556,2.5843,0.088774368155,-1.2851,-3.69,0.3696,-4.3622,-1.2851,-0.7241,0.8572,300.1,0.8076,53.3808,243.5065,-3.75,17.5935266061,,1.686
SH603236,2023-06-30,111.6279,0.6131,-142.6378,-2.6448,0.023897924663,4.2875,-3.15,0.7807,-1.8175,-1.0791,-0.4473,1.822,293.59,1.6125,50.74,230.5623,-3.36,17.5674857036,5.3941,3.5475
SH603236,2023-09-30,103.48,0.9502,-104.9924,-1.6717,0.036543160157,-0.2034,-0.49,1.2155,-0.2185,-0.2034,-0.0823,2.7598,284.1507,2.6092,49.8744,222.1308,-0.51,18.3658471595,,5.4136
SH603236,2023-12-31,104.7303,1.289,-86.4265,-2.5936,12.3101,7.057,2.41,1.6467,0.6076,0.7498,0.3183,3.7749,279.2863,3.4374,48.1702,218.6191,2.5,18.9441634297,11.5148,7.4735
SH603236,2024-03-31,101.0555,0.3437,140.595202818083,26.0598,-13.5097,0.4456,1.51,0.4482,1.3271,0.4456,0.1983,1.0931,261.8563,0.8906,41.3945,200.8032,1.51,16.9270841017,,2.1742
SH603236,2024-06-30,95.1726,0.7294,281.476261923565,26.6741,-1.6461,9.1231,5.69,0.955,2.4745,1.7927,0.7715,2.2473,246.7782,1.8913,41.4651,188.4817,5.61,18.1421608475,7.1686,4.341
SH603236,2024-09-30,82.6927,1.1523,2078.72639252968,32.9003,0.8841,2.9513,9.52,1.4994,2.6197,2.9513,1.3115,3.5704,234.314,3.2651,44.9446,180.072,9.35,17.9287550482,,6.0074
SH603236,2024-12-31,79.7024,1.5359,586.2589,34.1449,1.2521,11.8257,15.28,1.9996,3.1086,4.4531,2.2091,4.8658,234.3903,4.5168,44.8202,180.036,14.57,17.6100025436,16.187,8.0321
SH603236,2025-03-31,82.0943,0.3915,301.9445,32.0456,-2.9539,1.5403,5.14,0.5032,4.0398,1.5403,0.8061,1.2666,229.8851,1.0963,50.0417,178.8553,4.99,17.8091936757,,1.7985
SH603236,2025-06-30,74.5496,0.8589,129.8086,39.9774,-1.7213,11.193,11.07,1.1042,4.0625,3.373,1.7927,2.7493,209.5704,2.4145,47.228,163.0139,10.7,17.7143831793,10.4956,3.8113
SH603236,2025-09-30,73.7826,1.294,109.543,34.961,-1.1006,4.9631,16.69,1.6731,4.0674,4.9631,2.7789,4.1983,208.6553,3.6594,47.9437,161.3771,16.22,17.7087975687,,5.6316
SH603236,2025-12-31,78.7074,1.6275,43.0794,30.8293,-0.7959,12.1044,18.76,2.0524,3.3997,4.8895,2.8734,4.4877,221.1982,4.5739,48.801,175.4044,12.22,17.4140408283,16.5121,7.3769
SH603236,2026-03-31,97.1188,0.3764,-33.9455,29.2613,-3.0253,0.7352,2.08,0.4616,2.0644,0.7352,0.4841,0.979,239.1073,0.9267,50.7815,194.974,2.02,17.0881051285,,1.7723
