instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920339,2023-03-31,0.9952,-78.007,23.1774495524,657.4142,9.2388,0.1587,0.1369,1.3074,127.9863,1.55,567.1078,0.1674,90.4341,0.0402,3.1793,,1.3074,0.7032,-56.9195,1.53
BJ920339,2023-06-30,2.2054,-51.981,24.8898069864,527.0864,13.6442,0.4018,0.3415,10.9293,121.5313,5.71,447.9841,0.4375,81.6178,0.1484,1.7348,3.8121,4.8065,1.4811,-31.8712,6.21
BJ920339,2023-09-30,3.8725,-40.6359,26.572627887,444.2251,14.2857,0.7513,0.6078,8.6312,117.0757,11.37,359.3771,0.7868,69.7224,0.2867,1.0448,,8.6312,2.3062,-17.1776,11.37
BJ920339,2023-12-31,4.6543,-44.4306,25.7898255896,474.3083,12.9308,0.9572,0.759,15.8234,106.9614,13.03,376.0969,0.9987,77.3478,0.3324,1.2669,4.7858,9.521,3.3657,-12.9054,12.95
BJ920339,2024-03-31,0.7805,40.6175,19.943307767,574.3459,10.5356,0.2167,0.1567,1.6826,124.2065,2.18,415.3207,0.2069,115.3107,0.0566,0.7877,,1.6826,0.7246,23.3082,2.16
BJ920339,2024-06-30,1.6732,-30.9598,18.0356381185,461.7753,7.5479,0.5326,0.3898,9.9302,113.0866,3.96,337.9647,0.5386,107.5783,0.1024,-0.6321,1.7692,2.9494,1.5917,24.8026,4.14
BJ920339,2024-09-30,3.0577,-27.2946,19.0072887736,391.4178,8.5547,0.9369,0.6898,5.8328,115.6317,8.09,288.1844,0.9473,88.3017,0.2085,-2.029,,5.8328,2.335,21.4123,8.09
BJ920339,2024-12-31,4.5758,-9.2826,18.6502380659,394.9534,9.2476,1.2366,0.9115,15.6353,107.0345,11.55,291.1208,1.2428,78.6748,0.3015,-0.2881,4.4578,8.231,3.3634,26.8499,11.25
BJ920339,2025-03-31,0.9114,34.023,21.727718743,487.8049,11.047,0.2457,0.1845,2.0086,138.1215,2.79,366.3004,0.2525,98.7492,0.0758,7.1667,,2.0086,0.6516,27.8193,2.75
BJ920339,2025-06-30,1.9454,-23.6324,19.846028473,499.5837,5.9787,0.4829,0.3603,10.6615,134.9426,2.89,372.748,0.4899,92.526,0.0782,11.3698,1.9505,2.1727,1.3339,-3.5891,2.94
BJ920339,2025-09-30,3.0062,-11.1738,21.2941076752,502.7933,9.4446,0.7192,0.537,5.089,133.776,6.71,375.4171,0.7207,89.8144,0.1852,5.707,,5.089,2.0183,-19.5434,6.71
BJ920339,2025-12-31,3.9071,-39.8423,18.2878770442,529.9573,7.2096,0.8965,0.6793,13.8443,134.3284,6.71,401.5616,0.9268,92.14,0.1814,6.8668,3.8413,4.8443,2.68,-22.8369,6.6
BJ920339,2026-03-31,1.3299,-112.4765,16.2537063642,634.6968,-1.809,0.1849,0.1418,-0.2605,127.3165,-0.35,486.7496,0.1909,67.6743,-0.0095,0.053270615517,,-0.2605,0.7069,-23.8104,-0.35
