instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH603395,2021-12-31,51.1182,,-8.737,11.3436,2.1338,5.375,18.16,3.5541,3.5834,5.375,,4.0026,238.035047773462,7.0425,5.6288,101.2915,16.63,13.6947773816,,63.957
SH603395,2022-06-30,34.7289,1.1208,,,4.1,20.7177,15.58,2.4736,4.8835,5.0102,,2.8436,160.5996,5.183,3.659,72.7684,14.43,13.5624508754,,49.194
SH603395,2022-12-31,41.685,2.0464,15.6318,40.7866,2.9011,25.227,16.83,4.8806,2.9432,5.842,,4.8702,175.9187,8.6362,2.3266,73.7614,15.55,11.1785143935,,154.731
SH603395,2023-06-30,29.0243,1.0312,-29.8056,-12.9064,0.4864,25.951,10.16,2.4586,3.936,4.1409,,2.2102,174.5539,6.2017,4.1748,73.2124,9.66,11.3299215857,2.3105,43.1158
SH603395,2023-09-30,,1.4254,39.083355383174,-4.826081025411,2.664,6.3074,,,4.4461,6.3074,,3.0513,189.4205,,,,14.76,12.411157996,,
SH603395,2023-12-31,44.7544,1.844,30.5375,-6.4903,1.5221,29.3375,18.71,4.3289,4.1086,7.5275,,3.9047,195.2278,8.0439,2.0169,83.162,17.11,12.5691621291,4.1039,178.4903
SH603395,2024-03-31,,,,,-2.5604,,2.29,,2.7652,,0.1411,1.4188,,,,,2.29,10.5272393605,,
SH603395,2024-06-30,33.5458,0.9301,3.2842,-7.0021,1.0165,27.6973,8.57,2.3866,4.3713,4.0747,0.5757,1.7595,193.5276,5.3658,2.6588,75.4211,8.23,11.8125682388,2.0759,67.6989
SH603395,2024-09-30,47.1748,1.2338,-14.4381,-11.4117,0.3718,28.9066,11.39,3.0894,4.2942,5.2202,0.7632,2.3461,218.8361,5.7234,3.0169,87.3956,10.78,12.3223582846,2.8275,89.4959
SH603395,2024-12-31,51.5759,1.5367,-42.497,-10.6161,1.0665,26.188,9.3,3.5933,2.6432,3.8261,0.4606,2.6685,234.2682,6.98,1.878,100.1865,6.74,10.7081396272,3.4669,191.6898
SH603395,2025-03-31,46.2749,0.3717,17.1004,20.0955,1.8982,0.9768,1.52,0.8077,2.6963,0.9768,0.1239,0.5938,242.1308,1.9449,1.1565,111.4275,1.5,10.1631060562,,77.8185
SH603395,2025-06-30,46.1917,0.7692,-43.2333,-8.1797,-0.4031,27.2952,3.14,1.7668,2.7025,2.1236,0.1885,1.1752,234.0094,3.8968,2.3466,101.8791,3.15,11.0077500048,1.707,76.7058
SH603395,2025-09-30,55.4654,1.0186,-56.6851,-6.9374,-0.5599,2.0129,3.29,2.2302,1.9987,2.0129,0.1907,1.6063,265.0697,4.8679,2.3693,121.0654,3.28,10.7100987246,,113.9561
SH603395,2025-12-31,52.0382,1.4259,-37.6286,-1.5737,1.7211,28.1618,3.68,3.1567,1.6749,2.3902,0.221,2.215,252.4721,6.918,1.8777,114.0431,3.65,9.6667391901,3.2498,191.7238
SH603395,2026-03-31,45.3469,0.3783,4.1786,3.3817,2.4519,0.9859,1.47,0.777,2.7171,0.9859,0.0993,0.6024,237.9064,1.9847,3.3037,115.8301,1.46,9.85304347,,27.2425
