instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH688262,2021-03-31,,0.0463,3.189632630554,322.7736,-1.19773326096,-3.0945,,,-65.7636,-3.0945,-0.0956,0.0561,1943.8445,,,,-3.76,30.3422594877,,
SH688262,2021-06-30,256.2278,0.2391,30.3638,64.1051,7.5559,2.2355,0.67,0.3275,2.2626,0.5296,0.0176,0.2955,752.8231,0.7025,207.9723,549.6183,0.67,39.6507705235,23.9094,0.8655
SH688262,2021-09-30,254.62339326617,0.4357,413.323822816922,168.7607,0.0448,5.7095,,,13.8296,5.7095,0.2034,0.5388,619.6924,1.06038960732,202.546965588533,,7.21,47.866122024,,1.333024166595
SH688262,2021-12-31,244.9813,0.2294,47.6492,55.7252,1.1953,2.7203,13.86,0.2527,17.2329,2.3577,0.39,0.2485,1569.3112,1.4695,166.1666,1424.6142,2.5,52.9492924788,62.9118,2.1665
SH688262,2022-03-31,473.435,0.0169,101.786431198136,90.3717,-265.7653,0.0105,0.01,0.018,0.6171,0.0105,0.0013,0.0178,5325.4438,0.1901,373.2891,5000.0,0.01,45.4569203527,,0.2411
SH688262,2022-06-30,267.7774,0.0696,1823.088,49.161,-1.3657,2.4013,2.15,0.0744,29.1706,2.0094,0.2543,0.0746,2586.2069,0.6722,213.7513,2419.3548,2.18,53.3966248576,27.1274,0.8421
SH688262,2022-09-30,286.4721,0.1068,163.9752,21.7833,-0.6253,3.1586,3.39,0.1148,29.9769,3.1586,0.4027,0.1142,2528.0899,0.9425,195.8367,2351.9164,3.4,52.8755057402,,1.3787
SH688262,2022-12-31,211.3296,0.1742,9.5543,28.8286,-3.3014,2.9511,2.73,0.1902,14.6547,2.5229,0.3205,0.1866,2066.5901,1.7035,171.4449,1892.7445,2.73,43.8239113775,67.7393,2.0998
SH688262,2023-03-31,249.7918,0.0435,-8837.8871,173.2589,-0.79371164094,-0.8381,-0.96,0.049,-19.7334,-0.8381,-0.1119,0.0488,2068.9655,0.3603,202.2927,1836.7347,-0.97,20.8413414352,,0.4449
SH688262,2023-06-30,336.5115,0.0721,-161.1922,5.463,-0.319650974247,-0.7558,-1.34,0.0828,-16.9255,-1.2166,-0.1112,0.0811,2496.5326,0.5349,243.7043,2173.913,-1.42,23.7570220195,20.9941,0.7386
SH688262,2023-09-30,324.1686,0.1237,-161.2763,16.415,-0.348703264169,-1.9623,-2.17,0.142,-15.7786,-1.9623,-0.1763,0.1394,2182.7001,0.8329,216.3462,1901.4085,-2.31,23.7592854345,,1.248
SH688262,2023-12-31,354.6449,0.1491,-319.4067,-14.377,-0.636249398243,-5.1317,-6.43,0.1784,-37.5522,-5.6654,-0.5022,0.1709,2414.4869,1.0151,192.6061,2017.9372,-6.92,21.5445120728,40.9948,1.8691
SH688262,2024-03-31,259.366,0.0606,-85.386463984695,31.2035,-1.234262572749,-1.588,-1.93,0.0784,-25.9553,-1.588,-0.1379,0.0744,1485.1485,0.347,91.3057,1147.9592,-1.96,11.376590154,,0.9857
SH688262,2024-06-30,388.3495,0.083,-133.137934346328,18.4556,-0.075528303461,-1.9538,-3.48,0.1068,-31.5841,-2.4886,-0.2457,0.1101,2168.6747,0.4635,138.0686,1685.3933,-3.58,20.210580704,17.7721,1.3037
SH688262,2024-09-30,324.2075,0.1524,-122.234101540481,25.1111,0.078502115896,-3.9989,-5.44,0.1988,-27.1107,-3.9989,-0.3789,0.2004,1771.6535,0.8328,105.2714,1358.1489,-5.66,18.5099737878,,2.5648
SH688262,2024-12-31,364.8895,0.1859,-7.016099699602,27.7777,-0.133094357292,-5.0219,-7.83,0.2485,-31.4506,-5.6427,-0.5375,0.2478,1936.525,0.9866,114.5876,1448.6922,-8.23,24.1861353392,39.3708,3.1417
SH688262,2025-03-31,706.4364,0.0265,25.021724437763,-51.125,-0.243583974739,-1.026,-1.6,0.0365,-39.8176,-1.026,-0.1034,0.0401,3396.2264,0.1274,201.8843,2465.7534,-1.61,42.3519374178,,0.4458
SH688262,2025-06-30,648.8825,0.0524,-4.664851719449,-34.7431,0.307982678723,-1.8643,-4.02,0.0726,-50.6573,-2.6075,-0.2572,0.0794,3435.1145,0.2774,204.9647,2479.3388,-4.11,36.8217815909,1.285,0.8782
SH688262,2025-09-30,655.3398,0.0802,-0.02603437456,-44.9221,0.571763263399,-3.9229,-5.99,0.1117,-49.2353,-3.9229,-0.379,0.1215,3366.5835,0.412,190.3285,2417.1889,-6.18,38.6321814052,,1.4186
SH688262,2025-12-31,321.3138,0.1648,-40.719599742948,-7.3702,-0.031533384669,-6.8021,-12.31,0.2314,-47.7786,-7.8124,-0.7563,0.2566,2184.466,1.1204,118.8276,1555.7476,-13.02,21.8304398659,4.0104,3.0296
SH688262,2026-03-31,257.1429,0.0489,-40.040607582409,79.5011,-0.673999741766,-1.5432,-2.51,0.07,-31.0643,-1.5432,-0.1448,0.0808,1840.4908,0.35,99.4805,1285.7143,-2.53,22.9079662246,,0.9047
