instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SZ000918,2021-03-31,48.972241030254,1764.7059,0.0263,1978.022,-1.2146,0.051,3422.0532,0.1588,-7.21,130.0973,0.0455,20.1051991461,-7.5,0.448782639175,-1.2146,-0.094,2.1901,,-46.9602,41.094
SZ000918,2021-06-30,30.217929871195,1683.8167,0.0502,2085.7474,-1.7836,0.1069,3585.6574,0.3209,-20.56,116.5905,0.0863,9.5772149573,-23.05,0.371140921817,-3.2099,-0.2438,3.929,1.5166,-64.4033,45.8132
SZ000918,2021-09-30,43.74593722188,1809.6515,0.0696,2261.3065,-4.3019,0.1492,3879.3103,0.4552,-27.95,45.1396,0.1194,8.4160999943,-32.84,0.411497238843,-4.3019,-0.3205,9.7525,,-61.6974,27.6852
SZ000918,2021-12-31,-0.623374781005,1637.8526,0.1045,2033.8983,-8.6555,0.2198,3444.9761,0.8111,-76.11,37.3673,0.177,9.1902589335,-125.72,0.372329784139,-10.2039,-0.7236,16.8227,3.0627,-95.0444,21.3997
SZ000918,2022-03-31,-11.473066338173,2147.9714,0.0211,2493.0748,-1.4666,0.0419,4265.4028,0.2861,-19.71,-26.2485,0.0361,10.984766574,-21.44,0.517692830671,-1.4666,-0.1015,10.9926,,-68.7687,8.1873
SZ000918,2022-06-30,-3.534746671849,2396.8043,0.0323,3278.6885,-2.1269,0.0751,5572.7554,0.5211,-56.79,-40.1795,0.0549,-3.2917281963,-79.3,0.459691832376,-3.7192,-0.2584,17.1889,3.083,-114.103,10.4719
SZ000918,2022-09-30,-17.356552338184,1531.4804,0.0709,2235.0993,-5.6106,0.1763,3808.1805,1.3289,-98.04,-5.5929,0.1208,-8.8000261563,-204.2,0.496884051705,-5.6106,-0.3784,32.9857,,-77.1758,8.1854
SZ000918,2022-12-31,22.458165477847,1147.5932,0.1249,1669.7588,-7.8979,0.3137,2882.3058,3.0412,0.0,5.6425,0.2156,-6.9744628234,,0.387440150407,-9.8125,-0.5679,48.1664,11.3597,-70.6138,7.4741
SZ000918,2023-03-31,17.671496472852,1744.186,0.0212,2425.876,-1.4746,0.0516,4245.283,,,-17.9081,0.0371,1.3240922896,,0.07480185206,-1.4746,-0.0836,8.8594,,-68.9807,10.1587
SZ000918,2023-06-30,3.686827709071,1630.4348,0.0408,2472.5275,-4.4124,0.1104,4411.7647,,,1.2943,0.0728,-10.4734018638,,0.048234046228,-4.4124,-0.2412,15.9589,,-105.1474,11.279
SZ000918,2023-12-31,-34.551907200699,1768.1729,0.0835,2414.4869,-17.9887,0.2036,4311.3772,,,-47.9427,0.1491,-6.4520363156,,0.099537719424,-19.7471,-0.8384,31.3187,6.6694,-200.2412,11.4947
SZ000918,2024-06-30,-26.940126619174,2931.5961,0.0292,3370.7865,-7.8742,0.0614,6164.3836,,,-47.3718,0.0534,-1.5981255028,,-0.208459202742,-7.8742,-0.3174,18.7537,,-262.9528,9.5981
SZ000918,2024-12-31,7.805633807588,3177.4051,0.0536,3512.1951,-28.6264,0.1133,6716.4179,,,-56.4703,0.1025,3.8650084465,,-0.160595219201,-28.6264,-0.7322,28.8811,,-401.7642,12.4649
SZ000918,2025-06-30,29.950425981785,1394.268,,1730.7692,-9.3763,0.1291,3518.36223531133,,,4.7855,0.104,-3.8138709117,,0.098700881053,-9.3763,-0.2238,25.3999,,-176.9367,7.0866
SZ000918,2025-12-31,42.376198879556,2719.0332,,2767.1022,-18.6902,0.1324,5441.94995319941,,,-13.2897,0.1301,15.5356188526,,0.102506251626,-18.6902,-0.4149,38.6336,,-262.5467,9.3183
