instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ000400,2021-03-31,97.8349,5.2901,0.1963,0.95,154.1096,0.0952,0.591,0.1098,0.2376,0.94,819.6721,,124.3288,378.7879,0.591,0.584,0.1317,683.3713,-0.2358,17.805739949
SZ000400,2021-06-30,19.6067,9.649,0.5278,4.84,116.0242,0.4741,12.5829,0.3003,0.6278,4.77,599.4006,3.1894,20.7381,286.7155,2.9522,1.5514,0.3598,500.2779,-0.096,22.0059914766
SZ000400,2021-09-30,14.2971,9.1386,0.7854,6.49,121.8907,0.6829,4.1125,0.4492,1.003,6.24,601.0686,,19.2033,269.1924,4.1125,2.2151,0.5356,504.1075,0.351,22.5494555269
SZ000400,2021-12-31,7.144,7.1483,1.239,8.04,98.2881,0.8501,13.9733,0.6956,1.708,7.69,517.5388,7.691,6.7901,210.7728,4.8512,3.6627,0.8421,427.5027,1.5218,20.5849410237
SZ000400,2022-03-31,36.0388,5.2316,0.2416,1.06,125.3656,0.1281,0.746,0.1412,0.4072,1.06,637.3938,,34.5352,221.0216,0.746,0.7179,0.1723,522.3447,-2.9109,15.3739639293
SZ000400,2022-06-30,23.7187,8.9973,0.5918,4.71,102.1566,0.5469,12.6982,0.348,0.9776,4.65,517.2414,4.1151,15.3626,184.1244,3.1403,1.762,0.4254,423.1312,-0.4532,20.390177121
SZ000400,2022-09-30,20.9843,8.7886,0.8695,6.65,108.8534,0.7945,4.4554,0.5114,1.4818,6.49,527.9625,,16.3507,182.2108,4.4554,2.4804,0.6238,432.831,0.7128,20.8424289089
SZ000400,2022-12-31,24.4085,6.4989,1.4165,7.79,82.5499,0.9615,14.1262,0.8146,2.3808,7.53,441.9347,9.4733,13.1058,151.2097,5.1142,4.361,0.9889,364.0409,1.786,19.3487923375
SZ000400,2023-03-31,32.1845,5.4614,0.296,1.47,91.0194,0.1768,0.9406,0.1722,0.4897,1.46,522.6481,,37.9895,183.786,0.9406,0.9888,0.2085,431.6547,-0.5135,13.6401192183
SZ000400,2023-06-30,16.0643,9.0787,0.6355,5.3,90.221,0.6405,11.8135,0.3618,1.044,5.22,497.5124,4.4646,17.115,172.4138,3.1698,1.9951,0.4352,413.6029,1.4259,19.0400278312
SZ000400,2023-09-30,16.9829,8.4975,0.9412,7.38,93.1613,0.8893,4.3214,0.5342,1.575,7.19,505.4287,,13.1078,171.4286,4.3214,2.8982,0.6439,419.3198,1.6211,19.1142194374
SZ000400,2023-12-31,14.3687,6.9517,1.5098,9.41,70.9276,1.1639,14.2588,0.8351,2.497,9.39,431.0861,10.0418,22.3375,144.173,5.4148,5.0756,1.0172,353.9127,2.3171,17.9975950484
SZ000400,2024-03-31,-13.9151,9.3804,0.2374,2.19,107.1046,0.2586,1.1776,0.1269,0.3864,2.16,709.2199,,47.8588,232.9193,1.1776,0.8403,0.1559,577.2931,0.9877,18.2700496369
SZ000400,2024-06-30,-3.9174,10.5759,0.5735,5.7,91.9212,0.7094,12.1112,0.3072,0.9379,5.68,585.9375,3.9042,11.9277,191.9181,3.198,1.9582,0.3789,475.0594,0.4594,20.9033866986
SZ000400,2024-09-30,-10.1073,10.6677,0.794,8.02,109.7963,1.0037,4.337,0.4215,1.3455,7.89,640.5694,,12.8506,200.6689,4.337,2.4591,0.5184,520.8333,0.7782,21.9410616968
SZ000400,2024-12-31,0.1655,7.5614,1.4196,10.08,71.1645,1.2682,13.2281,0.7246,2.1335,9.89,496.8258,9.632,8.9509,168.7368,5.1146,5.0587,0.8896,404.6763,1.0052,20.7740603146
SZ000400,2025-03-31,-16.4219,10.0642,0.1877,1.82,140.4056,0.2319,0.9508,0.0937,0.2834,1.8,960.5123,,-10.3299,317.5723,0.9508,0.641,0.1155,779.2208,0.6892,23.4692891877
SZ000400,2025-06-30,-5.6817,11.006,0.5086,5.49,102.145,0.6965,10.7057,0.2506,0.7659,5.37,718.2761,3.487,-1.8454,235.0176,2.7088,1.7622,0.3064,587.4674,1.5778,23.7510996065
SZ000400,2025-09-30,-1.3826,10.5622,0.7441,7.76,113.8424,0.9802,3.7962,0.3667,1.1826,7.61,736.2967,,-2.3579,228.3105,3.7962,2.3717,0.4489,601.4703,1.9178,23.8814714592
SZ000400,2025-12-31,-12.2723,8.7504,1.1639,9.94,95.5161,1.2879,12.8931,0.582,1.8865,9.61,618.5567,7.8359,1.5224,190.8296,4.9973,3.769,0.7156,503.0743,2.0356,23.3572080334
SZ000400,2026-03-31,1.2606,5.3229,0.1768,0.91,171.723,0.1243,0.4906,0.0914,0.3507,0.9,984.6827,,-46.4441,256.6296,0.4906,0.5241,0.1126,799.2895,-1.529,19.0117780735
